Messages, Size, Comm, Latency, Bandwidth
1024, 256, intra-node, 0.032939, 7771.942075
1024, 64, intra-node, 0.011315, 5656.208573
1, 128, intra-node, 0.039358, 3.175974
1, 256, inter-node, 2.284548, 0.109431
1024, 512, inter-node, 4.693319, 109.091242
1, 1, inter-node, 0.009689, 0.100791
1024, 16, inter-node, 0.143212, 111.722481
1, 4, inter-node, 0.036426, 0.107238
1024, 512, intra-node, 0.065920, 7766.990291
1, 2, inter-node, 0.018411, 0.106085
1024, 256, intra-node, 0.033167, 7718.515392
1024, 2, intra-node, 0.003603, 555.092978
1024, 1, intra-node, 0.003422, 292.226768
1024, 128, inter-node, 1.365113, 93.765132
1, 16, inter-node, 0.146026, 0.107001
1024, 256, inter-node, 2.534380, 101.010898
1024, 8, inter-node, 0.072046, 111.040169
1024, 2, inter-node, 0.018270, 109.469075
1, 4, intra-node, 0.001673, 2.334877
1, 64, inter-node, 0.572381, 0.109193
1024, 4, inter-node, 0.036343, 110.062460
1, 32, inter-node, 0.286830, 0.108950
1024, 32, inter-node, 0.285911, 111.922941
1024, 64, intra-node, 0.009660, 6625.258799
1024, 1024, intra-node, 0.129285, 7920.485749
1, 512, intra-node, 0.156114, 3.202788
1, 256, inter-node, 2.285482, 0.109386
1024, 16, intra-node, 0.003730, 4289.544236
1, 1024, intra-node, 0.312037, 3.204748
1024, 1, inter-node, 0.009448, 105.842506
1024, 32, intra-node, 0.006320, 5063.291139
1, 8, intra-node, 0.002864, 2.727828
1024, 4, intra-node, 0.001615, 2476.780186
1, 16, intra-node, 0.005231, 2.987001
1, 1024, inter-node, 9.136294, 0.109454
1, 1, intra-node, 0.000578, 1.689554
1, 128, intra-node, 0.039402, 3.172428
1, 2, intra-node, 0.000987, 1.978850
1024, 128, intra-node, 0.017242, 7423.732746
1, 32, intra-node, 0.010136, 3.083070
1024, 64, inter-node, 0.777833, 82.279872
1024, 512, inter-node, 4.699143, 108.956037
1, 64, intra-node, 0.019858, 3.147346
1, 128, inter-node, 1.144238, 0.109243
1024, 8, intra-node, 0.002124, 3766.478343
1, 256, intra-node, 0.078396, 3.188938
1, 1, inter-node, 0.009723, 0.100438
1024, 1024, inter-node, 9.299872, 110.109042
1, 8, inter-node, 0.072413, 0.107888
1, 512, inter-node, 4.569100, 0.109431
1, 1, intra-node, 0.000502, 1.945344
1, 1024, intra-node, 0.312911, 3.195797
1, 4, inter-node, 0.037112, 0.105256
1024, 512, inter-node, 4.686347, 109.253540
1024, 64, intra-node, 0.009767, 6552.677383
1, 512, intra-node, 0.156753, 3.189732
1024, 32, intra-node, 0.006378, 5017.246786
1024, 4, intra-node, 0.001650, 2424.242424
1024, 64, inter-node, 0.772250, 82.874717
1, 64, inter-node, 0.573605, 0.108960
1, 8, intra-node, 0.002866, 2.725925
1, 256, inter-node, 2.286071, 0.109358
1, 128, inter-node, 1.143295, 0.109333
1, 256, intra-node, 0.078237, 3.195419
1, 8, inter-node, 0.072056, 0.108423
1024, 128, inter-node, 1.442669, 88.724441
1, 16, intra-node, 0.005257, 2.972228
1, 128, intra-node, 0.039246, 3.185038
1, 2, inter-node, 0.018526, 0.105426
1024, 512, intra-node, 0.066183, 7736.125591
1024, 16, inter-node, 0.143617, 111.407424
1024, 32, inter-node, 0.286067, 111.861906
1, 1, inter-node, 0.009177, 0.106414
1024, 2, inter-node, 0.018359, 108.938395
1024, 1024, inter-node, 9.295438, 110.161565
1, 16, inter-node, 0.143745, 0.108699
1, 2, intra-node, 0.000958, 2.038753
1, 32, intra-node, 0.010115, 3.089471
1024, 2, intra-node, 0.003516, 568.828214
1024, 16, intra-node, 0.003650, 4383.561644
1024, 256, intra-node, 0.033164, 7719.213605
1024, 1, inter-node, 0.009880, 101.214575
1024, 8, inter-node, 0.071965, 111.165150
1, 4, intra-node, 0.001762, 2.216941
1024, 4, inter-node, 0.036670, 109.080993
1024, 256, inter-node, 2.525752, 101.355953
1024, 1024, intra-node, 0.128463, 7971.166795
1024, 128, intra-node, 0.017206, 7439.265373
1, 64, intra-node, 0.019869, 3.145604
1024, 1, intra-node, 0.003530, 283.286119
1, 512, inter-node, 4.569050, 0.109432
1, 32, inter-node, 0.286182, 0.109196
1, 1024, inter-node, 9.136397, 0.109452
1024, 8, intra-node, 0.002139, 3740.065451
1, 512, intra-node, 0.156228, 3.200451
1, 128, intra-node, 0.039326, 3.178559
1, 256, intra-node, 0.078609, 3.180297
1024, 16, intra-node, 0.003719, 4302.231783
1024, 1, intra-node, 0.003481, 287.273772
1024, 256, intra-node, 0.032871, 7788.019835
1024, 4, intra-node, 0.001633, 2449.479486
1024, 16, inter-node, 0.145595, 109.893884
1024, 8, intra-node, 0.002164, 3696.857671
1024, 2, intra-node, 0.003566, 560.852496
1024, 2, inter-node, 0.018916, 105.730598
1, 1, inter-node, 0.009362, 0.104311
1, 8, inter-node, 0.072031, 0.108460
1, 16, inter-node, 0.143542, 0.108853
1024, 128, inter-node, 1.364968, 93.775092
1024, 1, inter-node, 0.009912, 100.887813
1, 1024, inter-node, 9.136866, 0.109447
1, 1, intra-node, 0.000508, 1.922367
1, 32, intra-node, 0.010117, 3.088860
1024, 512, intra-node, 0.066115, 7744.082281
1024, 512, inter-node, 4.684717, 109.291554
1, 4, inter-node, 0.036240, 0.107788
1024, 8, inter-node, 0.071854, 111.336878
1024, 64, intra-node, 0.009957, 6427.638847
1, 1024, intra-node, 0.312777, 3.197166
1024, 32, intra-node, 0.006299, 5080.171456
1, 4, intra-node, 0.001654, 2.361699
1024, 256, inter-node, 2.526119, 101.341227
1024, 4, inter-node, 0.036160, 110.619469
1024, 1024, inter-node, 9.296659, 110.147097
1, 32, inter-node, 0.286884, 0.108929
1024, 1024, intra-node, 0.129024, 7936.507937
1, 16, intra-node, 0.005249, 2.976757
1, 2, intra-node, 0.000976, 2.001153
1, 512, inter-node, 4.569169, 0.109429
1, 128, inter-node, 1.143567, 0.109307
1, 8, intra-node, 0.003324, 2.350331
1, 256, inter-node, 2.285001, 0.109409
1024, 64, inter-node, 0.772324, 82.866776
1, 2, inter-node, 0.018469, 0.105752
1024, 32, inter-node, 0.286126, 111.838840
1, 64, inter-node, 0.571836, 0.109297
1, 64, intra-node, 0.019846, 3.149249
1024, 128, intra-node, 0.016783, 7626.765179
1024, 2, inter-node, 0.018695, 106.980476
1, 32, intra-node, 0.010151, 3.078514
1, 2, intra-node, 0.000962, 2.030275
1, 1, inter-node, 0.009262, 0.105438
1, 8, intra-node, 0.002881, 2.711732
1024, 512, intra-node, 0.065762, 7785.651288
1, 1024, intra-node, 0.312353, 3.201506
1024, 2, intra-node, 0.003570, 560.224090
1, 2, inter-node, 0.018496, 0.105597
1, 64, intra-node, 0.019805, 3.155769
1, 32, inter-node, 0.286772, 0.108972
1024, 64, inter-node, 0.772210, 82.879010
1024, 1024, intra-node, 0.128867, 7946.177066
1024, 256, intra-node, 0.032833, 7797.033472
1024, 32, inter-node, 0.285995, 111.890068
1024, 256, inter-node, 2.533649, 101.040041
1, 512, intra-node, 0.156265, 3.199693
1, 256, intra-node, 0.078411, 3.188328
1024, 4, intra-node, 0.001612, 2481.389578
1024, 16, inter-node, 0.144291, 110.887027
1024, 1024, inter-node, 9.309888, 109.990582
1024, 64, intra-node, 0.009847, 6499.441454
1024, 8, inter-node, 0.074700, 107.095047
1, 8, inter-node, 0.072002, 0.108504
1, 4, inter-node, 0.036765, 0.106249
1, 256, inter-node, 2.285471, 0.109387
1024, 128, intra-node, 0.020787, 6157.694713
1, 16, inter-node, 0.143094, 0.109194
1, 4, intra-node, 0.001608, 2.429260
1, 16, intra-node, 0.005242, 2.980733
1, 128, inter-node, 1.142849, 0.109376
1, 1, intra-node, 0.000500, 1.953125
1, 64, inter-node, 0.571632, 0.109336
1, 1024, inter-node, 9.135752, 0.109460
1024, 16, intra-node, 0.003615, 4426.002766
1024, 128, inter-node, 1.442511, 88.734159
1024, 1, inter-node, 0.009541, 104.810816
1024, 512, inter-node, 4.759038, 107.584768
1, 128, intra-node, 0.039438, 3.169532
1024, 32, intra-node, 0.006305, 5075.337034
1024, 8, intra-node, 0.002229, 3589.053387
1, 512, inter-node, 4.569150, 0.109430
1024, 1, intra-node, 0.003518, 284.252416
1024, 4, inter-node, 0.036109, 110.775707
1024, 128, intra-node, 0.016860, 7591.933571
1, 4, inter-node, 0.036492, 0.107044
1, 64, inter-node, 0.572002, 0.109265
1024, 64, intra-node, 0.009666, 6621.146286
1, 16, intra-node, 0.005236, 2.984148
1, 8, intra-node, 0.002850, 2.741228
1024, 64, inter-node, 0.776905, 82.378154
1, 32, intra-node, 0.010088, 3.097740
1, 64, intra-node, 0.019806, 3.155609
1, 1024, inter-node, 9.136151, 0.109455
1, 2, inter-node, 0.018517, 0.105477
1, 1, intra-node, 0.000531, 1.839101
1024, 4, inter-node, 0.036441, 109.766472
1, 512, inter-node, 4.568927, 0.109435
1, 256, intra-node, 0.078624, 3.179691
1024, 256, intra-node, 0.033209, 7708.753651
1, 16, inter-node, 0.143440, 0.108931
1024, 4, intra-node, 0.001668, 2398.081535
1024, 8, inter-node, 0.071751, 111.496704
1024, 32, inter-node, 0.285936, 111.913155
1, 32, inter-node, 0.286185, 0.109195
1024, 512, inter-node, 4.773526, 107.258241
1, 256, inter-node, 2.284728, 0.109422
1, 8, inter-node, 0.072117, 0.108331
1, 128, inter-node, 1.142628, 0.109397
1024, 512, intra-node, 0.065614, 7803.212729
1024, 1, inter-node, 0.009500, 105.263158
1024, 1024, inter-node, 9.302541, 110.077451
1024, 2, intra-node, 0.003802, 526.038927
1, 1, inter-node, 0.009853, 0.099113
1024, 32, intra-node, 0.006337, 5049.708064
1, 1024, intra-node, 0.312065, 3.204461
1024, 16, intra-node, 0.003532, 4530.011325
1024, 2, inter-node, 0.018383, 108.796170
1, 4, intra-node, 0.001649, 2.368860
1024, 1024, intra-node, 0.128334, 7979.179329
1024, 128, inter-node, 1.365476, 93.740205
1, 2, intra-node, 0.000982, 1.988926
1024, 16, inter-node, 0.143285, 111.665562
1024, 1, intra-node, 0.003618, 276.395799
1024, 8, intra-node, 0.002118, 3777.148253
1, 128, intra-node, 0.039454, 3.168247
1024, 256, inter-node, 2.525546, 101.364220
1, 512, intra-node, 0.156847, 3.187820
1024, 1, intra-node, 0.003578, 279.485746
1024, 64, intra-node, 0.009829, 6511.343982
1024, 16, intra-node, 0.003560, 4494.382022
1024, 16, inter-node, 0.143291, 111.660886
1, 512, intra-node, 0.156426, 3.196400
1024, 4, inter-node, 0.036577, 109.358340
1024, 1024, intra-node, 0.129283, 7920.608278
1024, 32, intra-node, 0.006386, 5010.961478
1, 64, inter-node, 0.571944, 0.109276
1024, 1024, inter-node, 9.301781, 110.086445
1, 2, inter-node, 0.018336, 0.106519
1024, 512, intra-node, 0.065793, 7781.982886
1024, 2, intra-node, 0.003582, 558.347292
1024, 32, inter-node, 0.285939, 111.911981
1024, 256, intra-node, 0.033224, 7705.273296
1, 256, intra-node, 0.078435, 3.187353
1, 4, intra-node, 0.001635, 2.389144
1, 8, intra-node, 0.002871, 2.721177
1, 256, inter-node, 2.284980, 0.109410
1024, 4, intra-node, 0.001646, 2430.133657
1, 16, inter-node, 0.143145, 0.109155
1, 2, intra-node, 0.000981, 1.990953
1024, 8, inter-node, 0.072004, 111.104939
1, 128, intra-node, 0.039375, 3.174603
1, 16, intra-node, 0.005273, 2.963209
1024, 256, inter-node, 2.527573, 101.282930
1, 32, intra-node, 0.010217, 3.058628
1, 1, intra-node, 0.000600, 1.627604
1, 1024, inter-node, 9.137898, 0.109434
1024, 1, inter-node, 0.009487, 105.407400
1024, 8, intra-node, 0.002127, 3761.165961
1, 512, inter-node, 4.569460, 0.109422
1, 1024, intra-node, 0.312471, 3.200297
1024, 2, inter-node, 0.018339, 109.057201
1024, 512, inter-node, 4.686619, 109.247199
1024, 128, inter-node, 1.365487, 93.739450
1, 8, inter-node, 0.072121, 0.108325
1, 1, inter-node, 0.010836, 0.090122
1024, 128, intra-node, 0.017099, 7485.817884
1, 64, intra-node, 0.019857, 3.147505
1, 128, inter-node, 1.142732, 0.109387
1, 32, inter-node, 0.286672, 0.109010
1, 4, inter-node, 0.036301, 0.107607
1024, 64, inter-node, 0.772324, 82.866776
1, 8, inter-node, 0.071795, 0.108817
1, 1, inter-node, 0.009495, 0.102850
1024, 32, intra-node, 0.006227, 5138.911193
1, 512, inter-node, 4.568102, 0.109455
1024, 256, inter-node, 2.526017, 101.345320
1, 1024, intra-node, 0.313615, 3.188623
1, 32, inter-node, 0.286613, 0.109032
1024, 256, intra-node, 0.033160, 7720.144753
1024, 128, intra-node, 0.017877, 7160.038038
1, 8, intra-node, 0.002816, 2.774325
1, 2, intra-node, 0.000810, 2.411265
1024, 1, intra-node, 0.003430, 291.545190
1024, 16, intra-node, 0.003567, 4485.562097
1, 1, intra-node, 0.000516, 1.892563
1024, 32, inter-node, 0.286034, 111.874812
1024, 512, inter-node, 4.696520, 109.016889
1024, 2, intra-node, 0.003601, 555.401277
1, 16, inter-node, 0.143380, 0.108976
1024, 128, inter-node, 1.365371, 93.747414
1024, 512, intra-node, 0.065703, 7792.642649
1024, 64, intra-node, 0.009786, 6539.955038
1, 32, intra-node, 0.010152, 3.078211
1, 128, intra-node, 0.040121, 3.115575
1024, 1, inter-node, 0.009546, 104.755919
1024, 8, intra-node, 0.002146, 3727.865797
1, 4, intra-node, 0.001437, 2.718337
1, 2, inter-node, 0.018419, 0.106039
1, 128, inter-node, 1.143617, 0.109302
1, 256, inter-node, 2.284747, 0.109421
1, 4, inter-node, 0.038506, 0.101445
1, 256, intra-node, 0.078379, 3.189630
1024, 2, inter-node, 0.018929, 105.657985
1024, 4, intra-node, 0.001635, 2446.483180
1024, 8, inter-node, 0.072014, 111.089510
1, 64, intra-node, 0.019925, 3.136763
1024, 64, inter-node, 0.772423, 82.856155
1, 1024, inter-node, 9.137465, 0.109440
1, 512, intra-node, 0.156476, 3.195378
1, 64, inter-node, 0.571896, 0.109286
1024, 4, inter-node, 0.036052, 110.950849
1024, 1024, inter-node, 9.310336, 109.985289
1024, 1024, intra-node, 0.128522, 7967.507508
1024, 16, inter-node, 0.143286, 111.664782
1, 16, intra-node, 0.005246, 2.978460
1024, 512, inter-node, 4.795253, 106.772260
1, 8, intra-node, 0.002825, 2.765487
1, 4, inter-node, 0.036423, 0.107247
1024, 16, inter-node, 0.143325, 111.634397
1024, 1, inter-node, 0.009563, 104.569696
1024, 2, inter-node, 0.018935, 105.624505
1024, 64, inter-node, 0.772458, 82.852401
1, 256, inter-node, 2.284745, 0.109421
1, 32, intra-node, 0.010182, 3.069142
1, 32, inter-node, 0.286266, 0.109164
1024, 1024, inter-node, 9.302804, 110.074339
1, 1, intra-node, 0.000519, 1.881623
1024, 2, intra-node, 0.003515, 568.990043
1024, 8, inter-node, 0.071877, 111.301251
1, 2, intra-node, 0.000954, 2.047301
1024, 1024, intra-node, 0.128507, 7968.437517
1024, 32, intra-node, 0.011105, 2881.584872
1, 1, inter-node, 0.009451, 0.103329
1, 128, intra-node, 0.039552, 3.160396
1024, 8, intra-node, 0.002220, 3603.603604
1024, 256, inter-node, 2.586259, 98.984672
1024, 16, intra-node, 0.003648, 4385.964912
1024, 128, inter-node, 1.365441, 93.742608
1, 64, intra-node, 0.019876, 3.144496
1, 8, inter-node, 0.071864, 0.108712
1, 512, inter-node, 4.575192, 0.109285
1, 1024, inter-node, 9.140554, 0.109403
1024, 4, intra-node, 0.001632, 2450.980392
1, 1024, intra-node, 0.312489, 3.200113
1, 128, inter-node, 1.143458, 0.109318
1, 256, intra-node, 0.080790, 3.094442
1, 512, intra-node, 0.161603, 3.094002
1024, 4, inter-node, 0.036268, 110.290063
1024, 64, intra-node, 0.010350, 6183.574879
1024, 32, inter-node, 0.285900, 111.927247
1, 16, inter-node, 0.143958, 0.108539
1024, 128, intra-node, 0.017063, 7501.611674
1, 4, intra-node, 0.001669, 2.340473
1, 2, inter-node, 0.018347, 0.106455
1024, 256, intra-node, 0.033400, 7664.670659
1, 64, inter-node, 0.572003, 0.109265
1024, 1, intra-node, 0.003471, 288.101412
1024, 512, intra-node, 0.066795, 7665.244405
1, 16, intra-node, 0.005274, 2.962647
1, 8, inter-node, 0.072158, 0.108269
1, 2, inter-node, 0.018315, 0.106641
1024, 4, inter-node, 0.036119, 110.745037
1024, 1, intra-node, 0.003452, 289.687138
1, 16, intra-node, 0.005276, 2.961524
1, 512, inter-node, 4.569338, 0.109425
1024, 512, inter-node, 4.811555, 106.410506
1, 32, inter-node, 0.286066, 0.109241
1, 32, intra-node, 0.010105, 3.092528
1, 128, inter-node, 1.143012, 0.109360
1024, 1, inter-node, 0.009667, 103.444709
1024, 2, inter-node, 0.018319, 109.176265
1024, 64, inter-node, 0.772463, 82.851865
1024, 64, intra-node, 0.009759, 6558.048980
1, 64, intra-node, 0.019815, 3.154176
1, 1024, inter-node, 9.136511, 0.109451
1, 1, inter-node, 0.009525, 0.102526
1024, 8, inter-node, 0.072007, 111.100310
1024, 4, intra-node, 0.001622, 2466.091245
1, 2, intra-node, 0.000985, 1.982868
1, 64, inter-node, 0.571887, 0.109287
1, 1024, intra-node, 0.312131, 3.203783
1024, 1024, inter-node, 9.314965, 109.930633
1, 128, intra-node, 0.039489, 3.165438
1, 4, inter-node, 0.036261, 0.107726
1, 1, intra-node, 0.000501, 1.949227
1, 16, inter-node, 0.143911, 0.108574
1, 256, inter-node, 2.285274, 0.109396
1024, 16, intra-node, 0.006419, 2492.600093
1024, 256, intra-node, 0.033604, 7618.140698
1024, 256, inter-node, 2.530885, 101.150388
1024, 2, intra-node, 0.003552, 563.063063
1024, 16, inter-node, 0.143675, 111.362450
1024, 512, intra-node, 0.065643, 7799.765398
1024, 32, intra-node, 0.006402, 4998.437988
1024, 128, inter-node, 1.365163, 93.761697
1024, 32, inter-node, 0.286202, 111.809142
1, 512, intra-node, 0.156263, 3.199734
1, 8, intra-node, 0.002871, 2.721177
1024, 1024, intra-node, 0.128483, 7969.925982
1, 4, intra-node, 0.001701, 2.296443
1, 256, intra-node, 0.078237, 3.195419
1024, 128, intra-node, 0.017263, 7414.701964
1024, 8, intra-node, 0.002260, 3539.823009
1, 1024, intra-node, 0.312106, 3.204040
1, 1024, inter-node, 9.137194, 0.109443
1024, 8, intra-node, 0.002249, 3557.136505
1, 2, intra-node, 0.000961, 2.032388
1024, 1, intra-node, 0.003620, 276.243094
1, 512, intra-node, 0.156314, 3.198690
1024, 2, inter-node, 0.018414, 108.613012
1, 16, inter-node, 0.143385, 0.108972
1024, 2, intra-node, 0.003538, 565.291125
1, 512, inter-node, 4.569137, 0.109430
1, 256, inter-node, 2.284664, 0.109425
1, 8, intra-node, 0.002912, 2.682864
1024, 1024, inter-node, 9.318100, 109.893648
1, 8, inter-node, 0.071840, 0.108749
1024, 128, inter-node, 1.364921, 93.778321
1024, 256, intra-node, 0.033021, 7752.642258
1, 4, intra-node, 0.001630, 2.396472
1024, 8, inter-node, 0.072386, 110.518609
1, 64, intra-node, 0.019852, 3.148297
1024, 4, inter-node, 0.038129, 104.907026
1, 128, intra-node, 0.039389, 3.173475
1024, 64, inter-node, 0.772315, 82.867742
1024, 1, inter-node, 0.009487, 105.407400
1024, 128, intra-node, 0.016839, 7601.401508
1024, 1024, intra-node, 0.129285, 7920.485749
1024, 32, intra-node, 0.006441, 4968.172644
1024, 16, inter-node, 0.143316, 111.641408
1, 128, inter-node, 1.144175, 0.109249
1, 32, intra-node, 0.010141, 3.081550
1024, 512, intra-node, 0.066112, 7744.433688
1, 256, intra-node, 0.078230, 3.195705
1024, 32, inter-node, 0.286069, 111.861124
1024, 512, inter-node, 4.700711, 108.919693
1, 64, inter-node, 0.572590, 0.109153
1, 16, intra-node, 0.005857, 2.667748
1, 1, inter-node, 0.010266, 0.095126
1, 1, intra-node, 0.000511, 1.911081
1024, 4, intra-node, 0.001670, 2395.209581
1, 32, inter-node, 0.286798, 0.108962
1, 2, inter-node, 0.018814, 0.103812
1024, 256, inter-node, 2.587018, 98.955632
1024, 16, intra-node, 0.003643, 4391.984628
1024, 64, intra-node, 0.009660, 6625.258799
1, 4, inter-node, 0.036240, 0.107788
1024, 1024, intra-node, 0.128741, 7953.954063
1024, 1, intra-node, 0.003449, 289.939113
1, 1024, inter-node, 9.136692, 0.109449
1024, 2, intra-node, 0.003609, 554.170130
1024, 64, inter-node, 0.776452, 82.426216
1024, 16, inter-node, 0.143300, 111.653873
1024, 64, intra-node, 0.009761, 6556.705256
1024, 8, intra-node, 0.002142, 3734.827264
1, 16, intra-node, 0.005259, 2.971097
1, 1, inter-node, 0.009506, 0.102731
1024, 16, intra-node, 0.003743, 4274.646006
1, 128, intra-node, 0.039391, 3.173314
1024, 256, inter-node, 2.571275, 99.561502
1024, 1, inter-node, 0.009542, 104.799832
1, 1024, intra-node, 0.312854, 3.196379
1, 64, intra-node, 0.019697, 3.173072
1, 2, inter-node, 0.018649, 0.104731
1024, 1024, inter-node, 9.307931, 110.013708
1, 128, inter-node, 1.143157, 0.109346
1, 8, intra-node, 0.002891, 2.702352
1, 8, inter-node, 0.072425, 0.107870
1, 4, inter-node, 0.036850, 0.106004
1, 256, intra-node, 0.078615, 3.180055
1024, 128, inter-node, 1.365254, 93.755448
1024, 32, intra-node, 0.006305, 5075.337034
1024, 256, intra-node, 0.033247, 7699.942852
1024, 2, inter-node, 0.018393, 108.737020
1, 32, inter-node, 0.286299, 0.109152
1, 32, intra-node, 0.010170, 3.072763
1, 64, inter-node, 0.571803, 0.109303
1, 1, intra-node, 0.000501, 1.949227
1024, 4, inter-node, 0.036280, 110.253583
1, 4, intra-node, 0.001706, 2.289713
1024, 512, inter-node, 4.707035, 108.773357
1024, 128, intra-node, 0.017308, 7395.424081
1, 16, inter-node, 0.143569, 0.108833
1024, 8, inter-node, 0.071902, 111.262552
1024, 4, intra-node, 0.001690, 2366.863905
1, 512, inter-node, 4.568247, 0.109451
1, 2, intra-node, 0.001071, 1.823646
1, 256, inter-node, 2.287121, 0.109308
1024, 512, intra-node, 0.066450, 7705.041384
1024, 32, inter-node, 0.285891, 111.930771
1, 512, intra-node, 0.156362, 3.197708
1, 32, intra-node, 0.010204, 3.062525
1, 2, intra-node, 0.000968, 2.017691
1024, 256, inter-node, 2.584649, 99.046331
1024, 1, intra-node, 0.003525, 283.687943
1024, 64, intra-node, 0.009787, 6539.286809
1024, 1024, inter-node, 9.296857, 110.144751
1, 1024, intra-node, 0.311938, 3.205765
1024, 256, intra-node, 0.033552, 7629.947544
1024, 128, inter-node, 1.365273, 93.754143
1024, 64, inter-node, 0.772468, 82.851328
1024, 512, inter-node, 4.692702, 109.105586
1, 16, inter-node, 0.143730, 0.108711
1, 4, intra-node, 0.001664, 2.347506
1, 512, intra-node, 0.156205, 3.200922
1024, 1024, intra-node, 0.128426, 7973.463317
1, 4, inter-node, 0.036637, 0.106620
1, 8, inter-node, 0.071698, 0.108964
1024, 2, intra-node, 0.003584, 558.035714
1024, 16, intra-node, 0.003647, 4387.167535
1024, 16, inter-node, 0.143316, 111.641408
1, 256, inter-node, 2.285350, 0.109392
1024, 1, inter-node, 0.009668, 103.434009
1, 128, inter-node, 1.142761, 0.109384
1024, 512, intra-node, 0.065538, 7812.261589
1024, 128, intra-node, 0.017678, 7240.638081
1, 128, intra-node, 0.039803, 3.140467
1024, 2, inter-node, 0.018383, 108.796170
1, 8, intra-node, 0.002905, 2.689329
1, 64, inter-node, 0.572088, 0.109249
1024, 4, inter-node, 0.036371, 109.977730
1024, 8, inter-node, 0.072048, 111.037086
1, 1024, inter-node, 9.135686, 0.109461
1024, 32, intra-node, 0.006333, 5052.897521
1, 1, inter-node, 0.009531, 0.102462
1024, 4, intra-node, 0.001598, 2503.128911
1, 1, intra-node, 0.000507, 1.926159
1, 32, inter-node, 0.286534, 0.109062
1, 16, intra-node, 0.005325, 2.934272
1, 512, inter-node, 4.569045, 0.109432
1, 64, intra-node, 0.019922, 3.137235
1024, 32, inter-node, 0.286559, 111.669848
1, 2, inter-node, 0.018316, 0.106635
1, 256, intra-node, 0.078445, 3.186946
1024, 8, intra-node, 0.002200, 3636.363636
1024, 512, inter-node, 4.702777, 108.871843
1024, 1, intra-node, 0.003512, 284.738041
1024, 64, intra-node, 0.010041, 6373.867145
1, 512, intra-node, 0.156191, 3.201209
1, 128, intra-node, 0.039427, 3.170416
1, 256, intra-node, 0.078528, 3.183578
1024, 256, inter-node, 2.530974, 101.146831
1024, 8, intra-node, 0.002202, 3633.060854
1024, 128, inter-node, 1.444252, 88.627192
1024, 2, intra-node, 0.003598, 555.864369
1, 1024, inter-node, 9.136577, 0.109450
1, 4, inter-node, 0.036313, 0.107572
1024, 8, inter-node, 0.072256, 110.717449
1024, 256, intra-node, 0.032675, 7834.736037
1024, 16, intra-node, 0.003589, 4458.066314
1024, 32, inter-node, 0.286071, 111.860342
1, 2, intra-node, 0.001038, 1.881623
1, 2, inter-node, 0.018329, 0.106559
1, 8, intra-node, 0.002904, 2.690255
1, 256, inter-node, 2.287844, 0.109273
1024, 1024, inter-node, 9.303282, 110.068683
1, 1, inter-node, 0.009228, 0.105826
1, 1024, intra-node, 0.312128, 3.203814
1, 4, intra-node, 0.001640, 2.381860
1, 64, intra-node, 0.019921, 3.137393
1, 64, inter-node, 0.571837, 0.109297
1024, 128, intra-node, 0.017115, 7478.819749
1, 32, intra-node, 0.010133, 3.083983
1024, 1024, intra-node, 0.128843, 7947.657226
1, 16, inter-node, 0.143832, 0.108634
1, 8, inter-node, 0.072227, 0.108166
1, 32, inter-node, 0.286386, 0.109118
1024, 2, inter-node, 0.018434, 108.495172
1024, 4, inter-node, 0.036189, 110.530824
1, 1, intra-node, 0.000563, 1.734569
1, 128, inter-node, 1.142355, 0.109423
1024, 1, inter-node, 0.009529, 104.942806
1, 16, intra-node, 0.005882, 2.656409
1024, 32, intra-node, 0.006302, 5077.753094
1024, 4, intra-node, 0.001622, 2466.091245
1024, 16, inter-node, 0.143266, 111.680371
1024, 64, inter-node, 0.772822, 82.813377
1024, 512, intra-node, 0.065537, 7812.380793
1, 512, inter-node, 4.568464, 0.109446
1, 512, intra-node, 0.156757, 3.189650
1024, 16, inter-node, 0.143236, 111.703762
1, 16, intra-node, 0.005302, 2.947001
1024, 1024, intra-node, 0.128569, 7964.594887
1, 16, inter-node, 0.143548, 0.108849
1, 2, intra-node, 0.000970, 2.013531
1, 128, inter-node, 1.143968, 0.109269
1024, 1024, inter-node, 9.302872, 110.073534
1024, 2, intra-node, 0.003646, 548.546352
1024, 32, intra-node, 0.006343, 5044.931420
1024, 8, intra-node, 0.002163, 3698.566805
1, 64, intra-node, 0.019893, 3.141809
1024, 512, intra-node, 0.065861, 7773.948164
1, 1024, intra-node, 0.312272, 3.202336
1024, 16, intra-node, 0.003601, 4443.210219
1, 4, inter-node, 0.036199, 0.107910
1024, 8, inter-node, 0.071980, 111.141984
1024, 256, intra-node, 0.033157, 7720.843261
1, 1024, inter-node, 9.135602, 0.109462
1024, 4, intra-node, 0.001695, 2359.882006
1024, 256, inter-node, 2.532795, 101.074110
1024, 1, intra-node, 0.003710, 269.541779
1024, 64, inter-node, 0.772432, 82.855190
1, 256, intra-node, 0.078654, 3.178478
1024, 32, inter-node, 0.286197, 111.811095
1, 8, inter-node, 0.072193, 0.108217
1, 128, intra-node, 0.039554, 3.160237
1, 4, intra-node, 0.001667, 2.343281
1, 256, inter-node, 2.285094, 0.109405
1024, 2, inter-node, 0.018396, 108.719287
1, 512, inter-node, 4.568357, 0.109449
1, 64, inter-node, 0.572362, 0.109197
1, 2, inter-node, 0.018271, 0.106898
1, 32, inter-node, 0.286752, 0.108979
1024, 128, intra-node, 0.018059, 7087.878620
