"name","run.no.in.std.order","run.no","run.no.std.rp","versions","threads","sampling","use","tempo"
"938","103",938,"103.8","ft.B","32","150","sem",""
"939","51",939,"51.8","lu.B","8","200","com",""
"940","73",940,"73.8","ft.B","32","50","sem",""
"941","17",941,"17.8","cg.B","1","100","com",""
"942","49",942,"49.8","ft.B","8","200","com",""
"943","116",943,"116.8","cg.B","24","200","sem",""
"944","76",944,"76.8","ft.B","1","100","sem",""
"945","46",945,"46.8","ft.B","1","200","com",""
"946","23",946,"23.8","cg.B","16","100","com",""
"947","94",947,"94.8","ft.B","8","150","sem",""
"948","55",948,"55.8","ft.B","24","200","com",""
"949","61",949,"61.8","ft.B","1","50","sem",""
"950","15",950,"15.8","lu.B","32","50","com",""
"951","95",951,"95.8","cg.B","8","150","sem",""
"952","71",952,"71.8","cg.B","24","50","sem",""
"953","21",953,"21.8","lu.B","8","100","com",""
"954","35",954,"35.8","cg.B","8","150","com",""
"955","1",955,"1.8","ft.B","1","50","com",""
"956","84",956,"84.8","lu.B","16","100","sem",""
"957","118",957,"118.8","ft.B","32","200","sem",""
"958","85",958,"85.8","ft.B","24","100","sem",""
"959","2",959,"2.8","cg.B","1","50","com",""
"960","112",960,"112.8","ft.B","16","200","sem",""
"961","114",961,"114.9","lu.B","16","200","sem",""
"962","24",962,"24.9","lu.B","16","100","com",""
"963","5",963,"5.9","cg.B","8","50","com",""
"964","16",964,"16.9","ft.B","1","100","com",""
"965","65",965,"65.9","cg.B","8","50","sem",""
"966","26",966,"26.9","cg.B","24","100","com",""
"967","17",967,"17.9","cg.B","1","100","com",""
"968","22",968,"22.9","ft.B","16","100","com",""
"969","101",969,"101.9","cg.B","24","150","sem",""
"970","48",970,"48.9","lu.B","1","200","com",""
"971","32",971,"32.9","cg.B","1","150","com",""
"972","77",972,"77.9","cg.B","1","100","sem",""
"973","107",973,"107.9","cg.B","1","200","sem",""
"974","45",974,"45.9","lu.B","32","150","com",""
"975","93",975,"93.9","lu.B","1","150","sem",""
"976","21",976,"21.9","lu.B","8","100","com",""
"977","49",977,"49.9","ft.B","8","200","com",""
"978","58",978,"58.9","ft.B","32","200","com",""
"979","4",979,"4.9","ft.B","8","50","com",""
"980","23",980,"23.9","cg.B","16","100","com",""
"981","85",981,"85.9","ft.B","24","100","sem",""
"982","36",982,"36.9","lu.B","8","150","com",""
"983","97",983,"97.9","ft.B","16","150","sem",""
"984","38",984,"38.9","cg.B","16","150","com",""
"985","103",985,"103.9","ft.B","32","150","sem",""
"986","33",986,"33.9","lu.B","1","150","com",""
"987","108",987,"108.9","lu.B","1","200","sem",""
"988","78",988,"78.9","lu.B","1","100","sem",""
"989","52",989,"52.9","ft.B","16","200","com",""
"990","2",990,"2.9","cg.B","1","50","com",""
"991","90",991,"90.9","lu.B","32","100","sem",""
"992","111",992,"111.9","lu.B","8","200","sem",""
"993","64",993,"64.9","ft.B","8","50","sem",""
"994","74",994,"74.9","cg.B","32","50","sem",""
"995","70",995,"70.9","ft.B","24","50","sem",""
"996","54",996,"54.9","lu.B","16","200","com",""
"997","15",997,"15.9","lu.B","32","50","com",""
"998","53",998,"53.9","cg.B","16","200","com",""
"999","10",999,"10.9","ft.B","24","50","com",""
"1000","37",1000,"37.9","ft.B","16","150","com",""
"1001","110",1001,"110.9","cg.B","8","200","sem",""
"1002","60",1002,"60.9","lu.B","32","200","com",""
"1003","80",1003,"80.9","cg.B","8","100","sem",""
"1004","94",1004,"94.9","ft.B","8","150","sem",""
"1005","6",1005,"6.9","lu.B","8","50","com",""
"1006","56",1006,"56.9","cg.B","24","200","com",""
"1007","28",1007,"28.9","ft.B","32","100","com",""
"1008","9",1008,"9.9","lu.B","16","50","com",""
"1009","89",1009,"89.9","cg.B","32","100","sem",""
"1010","34",1010,"34.9","ft.B","8","150","com",""
"1011","99",1011,"99.9","lu.B","16","150","sem",""
"1012","92",1012,"92.9","cg.B","1","150","sem",""
"1013","112",1013,"112.9","ft.B","16","200","sem",""
"1014","12",1014,"12.9","lu.B","24","50","com",""
"1015","88",1015,"88.9","ft.B","32","100","sem",""
"1016","7",1016,"7.9","ft.B","16","50","com",""
"1017","76",1017,"76.9","ft.B","1","100","sem",""
"1018","39",1018,"39.9","lu.B","16","150","com",""
"1019","40",1019,"40.9","ft.B","24","150","com",""
"1020","109",1020,"109.9","ft.B","8","200","sem",""
"1021","18",1021,"18.9","lu.B","1","100","com",""
"1022","51",1022,"51.9","lu.B","8","200","com",""
"1023","59",1023,"59.9","cg.B","32","200","com",""
"1024","84",1024,"84.9","lu.B","16","100","sem",""
"1025","46",1025,"46.9","ft.B","1","200","com",""
"1026","106",1026,"106.9","ft.B","1","200","sem",""
"1027","63",1027,"63.9","lu.B","1","50","sem",""
"1028","35",1028,"35.9","cg.B","8","150","com",""
"1029","19",1029,"19.9","ft.B","8","100","com",""
"1030","69",1030,"69.9","lu.B","16","50","sem",""
"1031","61",1031,"61.9","ft.B","1","50","sem",""
"1032","105",1032,"105.9","lu.B","32","150","sem",""
"1033","120",1033,"120.9","lu.B","32","200","sem",""
"1034","83",1034,"83.9","cg.B","16","100","sem",""
"1035","79",1035,"79.9","ft.B","8","100","sem",""
"1036","118",1036,"118.9","ft.B","32","200","sem",""
"1037","119",1037,"119.9","cg.B","32","200","sem",""
"1038","30",1038,"30.9","lu.B","32","100","com",""
"1039","96",1039,"96.9","lu.B","8","150","sem",""
"1040","57",1040,"57.9","lu.B","24","200","com",""
"1041","31",1041,"31.9","ft.B","1","150","com",""
"1042","43",1042,"43.9","ft.B","32","150","com",""
"1043","116",1043,"116.9","cg.B","24","200","sem",""
"1044","98",1044,"98.9","cg.B","16","150","sem",""
"1045","42",1045,"42.9","lu.B","24","150","com",""
"1046","71",1046,"71.9","cg.B","24","50","sem",""
"1047","82",1047,"82.9","ft.B","16","100","sem",""
"1048","1",1048,"1.9","ft.B","1","50","com",""
"1049","47",1049,"47.9","cg.B","1","200","com",""
"1050","50",1050,"50.9","cg.B","8","200","com",""
"1051","13",1051,"13.9","ft.B","32","50","com",""
"1052","44",1052,"44.9","cg.B","32","150","com",""
"1053","75",1053,"75.9","lu.B","32","50","sem",""
"1054","41",1054,"41.9","cg.B","24","150","com",""
"1055","91",1055,"91.9","ft.B","1","150","sem",""
"1056","62",1056,"62.9","cg.B","1","50","sem",""
"1057","87",1057,"87.9","lu.B","24","100","sem",""
"1058","55",1058,"55.9","ft.B","24","200","com",""
"1059","72",1059,"72.9","lu.B","24","50","sem",""
"1060","68",1060,"68.9","cg.B","16","50","sem",""
"1061","25",1061,"25.9","ft.B","24","100","com",""
"1062","3",1062,"3.9","lu.B","1","50","com",""
"1063","14",1063,"14.9","cg.B","32","50","com",""
"1064","20",1064,"20.9","cg.B","8","100","com",""
"1065","104",1065,"104.9","cg.B","32","150","sem",""
"1066","117",1066,"117.9","lu.B","24","200","sem",""
"1067","29",1067,"29.9","cg.B","32","100","com",""
"1068","11",1068,"11.9","cg.B","24","50","com",""
"1069","100",1069,"100.9","ft.B","24","150","sem",""
"1070","115",1070,"115.9","ft.B","24","200","sem",""
"1071","86",1071,"86.9","cg.B","24","100","sem",""
"1072","67",1072,"67.9","ft.B","16","50","sem",""
"1073","95",1073,"95.9","cg.B","8","150","sem",""
"1074","8",1074,"8.9","cg.B","16","50","com",""
"1075","27",1075,"27.9","lu.B","24","100","com",""
"1076","73",1076,"73.9","ft.B","32","50","sem",""
"1077","81",1077,"81.9","lu.B","8","100","sem",""
"1078","113",1078,"113.9","cg.B","16","200","sem",""
"1079","102",1079,"102.9","lu.B","24","150","sem",""
"1080","66",1080,"66.9","lu.B","8","50","sem",""
"1081","100",1081,"100.10","ft.B","24","150","sem",""
"1082","91",1082,"91.10","ft.B","1","150","sem",""
"1083","21",1083,"21.10","lu.B","8","100","com",""
"1084","15",1084,"15.10","lu.B","32","50","com",""
"1085","84",1085,"84.10","lu.B","16","100","sem",""
"1086","16",1086,"16.10","ft.B","1","100","com",""
"1087","58",1087,"58.10","ft.B","32","200","com",""
"1088","109",1088,"109.10","ft.B","8","200","sem",""
"1089","69",1089,"69.10","lu.B","16","50","sem",""
"1090","97",1090,"97.10","ft.B","16","150","sem",""
"1091","87",1091,"87.10","lu.B","24","100","sem",""
"1092","113",1092,"113.10","cg.B","16","200","sem",""
"1093","36",1093,"36.10","lu.B","8","150","com",""
"1094","23",1094,"23.10","cg.B","16","100","com",""
"1095","20",1095,"20.10","cg.B","8","100","com",""
"1096","17",1096,"17.10","cg.B","1","100","com",""
"1097","115",1097,"115.10","ft.B","24","200","sem",""
"1098","76",1098,"76.10","ft.B","1","100","sem",""
"1099","25",1099,"25.10","ft.B","24","100","com",""
"1100","102",1100,"102.10","lu.B","24","150","sem",""
"1101","61",1101,"61.10","ft.B","1","50","sem",""
"1102","33",1102,"33.10","lu.B","1","150","com",""
"1103","99",1103,"99.10","lu.B","16","150","sem",""
"1104","31",1104,"31.10","ft.B","1","150","com",""
"1105","98",1105,"98.10","cg.B","16","150","sem",""
"1106","107",1106,"107.10","cg.B","1","200","sem",""
"1107","70",1107,"70.10","ft.B","24","50","sem",""
"1108","32",1108,"32.10","cg.B","1","150","com",""
"1109","112",1109,"112.10","ft.B","16","200","sem",""
"1110","108",1110,"108.10","lu.B","1","200","sem",""
"1111","106",1111,"106.10","ft.B","1","200","sem",""
"1112","78",1112,"78.10","lu.B","1","100","sem",""
"1113","71",1113,"71.10","cg.B","24","50","sem",""
"1114","103",1114,"103.10","ft.B","32","150","sem",""
"1115","26",1115,"26.10","cg.B","24","100","com",""
"1116","43",1116,"43.10","ft.B","32","150","com",""
"1117","30",1117,"30.10","lu.B","32","100","com",""
"1118","111",1118,"111.10","lu.B","8","200","sem",""
"1119","59",1119,"59.10","cg.B","32","200","com",""
"1120","83",1120,"83.10","cg.B","16","100","sem",""
"1121","105",1121,"105.10","lu.B","32","150","sem",""
"1122","34",1122,"34.10","ft.B","8","150","com",""
"1123","42",1123,"42.10","lu.B","24","150","com",""
"1124","67",1124,"67.10","ft.B","16","50","sem",""
"1125","29",1125,"29.10","cg.B","32","100","com",""
"1126","52",1126,"52.10","ft.B","16","200","com",""
"1127","60",1127,"60.10","lu.B","32","200","com",""
"1128","28",1128,"28.10","ft.B","32","100","com",""
"1129","82",1129,"82.10","ft.B","16","100","sem",""
"1130","37",1130,"37.10","ft.B","16","150","com",""
"1131","94",1131,"94.10","ft.B","8","150","sem",""
"1132","110",1132,"110.10","cg.B","8","200","sem",""
"1133","86",1133,"86.10","cg.B","24","100","sem",""
"1134","24",1134,"24.10","lu.B","16","100","com",""
"1135","90",1135,"90.10","lu.B","32","100","sem",""
"1136","64",1136,"64.10","ft.B","8","50","sem",""
"1137","68",1137,"68.10","cg.B","16","50","sem",""
"1138","63",1138,"63.10","lu.B","1","50","sem",""
"1139","39",1139,"39.10","lu.B","16","150","com",""
"1140","89",1140,"89.10","cg.B","32","100","sem",""
"1141","2",1141,"2.10","cg.B","1","50","com",""
"1142","4",1142,"4.10","ft.B","8","50","com",""
"1143","47",1143,"47.10","cg.B","1","200","com",""
"1144","95",1144,"95.10","cg.B","8","150","sem",""
"1145","19",1145,"19.10","ft.B","8","100","com",""
"1146","54",1146,"54.10","lu.B","16","200","com",""
"1147","93",1147,"93.10","lu.B","1","150","sem",""
"1148","72",1148,"72.10","lu.B","24","50","sem",""
"1149","101",1149,"101.10","cg.B","24","150","sem",""
"1150","75",1150,"75.10","lu.B","32","50","sem",""
"1151","62",1151,"62.10","cg.B","1","50","sem",""
"1152","22",1152,"22.10","ft.B","16","100","com",""
"1153","50",1153,"50.10","cg.B","8","200","com",""
"1154","104",1154,"104.10","cg.B","32","150","sem",""
"1155","13",1155,"13.10","ft.B","32","50","com",""
"1156","119",1156,"119.10","cg.B","32","200","sem",""
"1157","46",1157,"46.10","ft.B","1","200","com",""
"1158","41",1158,"41.10","cg.B","24","150","com",""
"1159","12",1159,"12.10","lu.B","24","50","com",""
"1160","40",1160,"40.10","ft.B","24","150","com",""
"1161","74",1161,"74.10","cg.B","32","50","sem",""
"1162","27",1162,"27.10","lu.B","24","100","com",""
"1163","53",1163,"53.10","cg.B","16","200","com",""
"1164","65",1164,"65.10","cg.B","8","50","sem",""
"1165","77",1165,"77.10","cg.B","1","100","sem",""
"1166","14",1166,"14.10","cg.B","32","50","com",""
"1167","116",1167,"116.10","cg.B","24","200","sem",""
"1168","66",1168,"66.10","lu.B","8","50","sem",""
"1169","38",1169,"38.10","cg.B","16","150","com",""
"1170","73",1170,"73.10","ft.B","32","50","sem",""
"1171","80",1171,"80.10","cg.B","8","100","sem",""
"1172","9",1172,"9.10","lu.B","16","50","com",""
"1173","85",1173,"85.10","ft.B","24","100","sem",""
"1174","5",1174,"5.10","cg.B","8","50","com",""
"1175","96",1175,"96.10","lu.B","8","150","sem",""
"1176","117",1176,"117.10","lu.B","24","200","sem",""
"1177","10",1177,"10.10","ft.B","24","50","com",""
"1178","51",1178,"51.10","lu.B","8","200","com",""
"1179","3",1179,"3.10","lu.B","1","50","com",""
"1180","7",1180,"7.10","ft.B","16","50","com",""
"1181","55",1181,"55.10","ft.B","24","200","com",""
"1182","48",1182,"48.10","lu.B","1","200","com",""
"1183","120",1183,"120.10","lu.B","32","200","sem",""
"1184","79",1184,"79.10","ft.B","8","100","sem",""
"1185","56",1185,"56.10","cg.B","24","200","com",""
"1186","81",1186,"81.10","lu.B","8","100","sem",""
"1187","8",1187,"8.10","cg.B","16","50","com",""
"1188","114",1188,"114.10","lu.B","16","200","sem",""
"1189","11",1189,"11.10","cg.B","24","50","com",""
"1190","49",1190,"49.10","ft.B","8","200","com",""
"1191","1",1191,"1.10","ft.B","1","50","com",""
"1192","88",1192,"88.10","ft.B","32","100","sem",""
"1193","45",1193,"45.10","lu.B","32","150","com",""
"1194","92",1194,"92.10","cg.B","1","150","sem",""
"1195","18",1195,"18.10","lu.B","1","100","com",""
"1196","6",1196,"6.10","lu.B","8","50","com",""
"1197","44",1197,"44.10","cg.B","32","150","com",""
"1198","57",1198,"57.10","lu.B","24","200","com",""
"1199","35",1199,"35.10","cg.B","8","150","com",""
"1200","118",1200,"118.10","ft.B","32","200","sem",""
"1201","77",1201,"77.11","cg.B","1","100","sem",""
"1202","91",1202,"91.11","ft.B","1","150","sem",""
"1203","63",1203,"63.11","lu.B","1","50","sem",""
"1204","83",1204,"83.11","cg.B","16","100","sem",""
"1205","7",1205,"7.11","ft.B","16","50","com",""
"1206","59",1206,"59.11","cg.B","32","200","com",""
"1207","35",1207,"35.11","cg.B","8","150","com",""
"1208","45",1208,"45.11","lu.B","32","150","com",""
"1209","20",1209,"20.11","cg.B","8","100","com",""
"1210","86",1210,"86.11","cg.B","24","100","sem",""
"1211","39",1211,"39.11","lu.B","16","150","com",""
"1212","28",1212,"28.11","ft.B","32","100","com",""
"1213","16",1213,"16.11","ft.B","1","100","com",""
"1214","98",1214,"98.11","cg.B","16","150","sem",""
"1215","37",1215,"37.11","ft.B","16","150","com",""
"1216","26",1216,"26.11","cg.B","24","100","com",""
"1217","97",1217,"97.11","ft.B","16","150","sem",""
"1218","56",1218,"56.11","cg.B","24","200","com",""
"1219","93",1219,"93.11","lu.B","1","150","sem",""
"1220","1",1220,"1.11","ft.B","1","50","com",""
"1221","75",1221,"75.11","lu.B","32","50","sem",""
"1222","8",1222,"8.11","cg.B","16","50","com",""
"1223","107",1223,"107.11","cg.B","1","200","sem",""
"1224","31",1224,"31.11","ft.B","1","150","com",""
"1225","112",1225,"112.11","ft.B","16","200","sem",""
"1226","76",1226,"76.11","ft.B","1","100","sem",""
"1227","79",1227,"79.11","ft.B","8","100","sem",""
"1228","4",1228,"4.11","ft.B","8","50","com",""
"1229","69",1229,"69.11","lu.B","16","50","sem",""
"1230","84",1230,"84.11","lu.B","16","100","sem",""
"1231","10",1231,"10.11","ft.B","24","50","com",""
"1232","32",1232,"32.11","cg.B","1","150","com",""
"1233","114",1233,"114.11","lu.B","16","200","sem",""
"1234","64",1234,"64.11","ft.B","8","50","sem",""
"1235","53",1235,"53.11","cg.B","16","200","com",""
"1236","27",1236,"27.11","lu.B","24","100","com",""
"1237","40",1237,"40.11","ft.B","24","150","com",""
"1238","49",1238,"49.11","ft.B","8","200","com",""
"1239","71",1239,"71.11","cg.B","24","50","sem",""
"1240","36",1240,"36.11","lu.B","8","150","com",""
"1241","99",1241,"99.11","lu.B","16","150","sem",""
"1242","102",1242,"102.11","lu.B","24","150","sem",""
"1243","43",1243,"43.11","ft.B","32","150","com",""
"1244","95",1244,"95.11","cg.B","8","150","sem",""
"1245","61",1245,"61.11","ft.B","1","50","sem",""
"1246","82",1246,"82.11","ft.B","16","100","sem",""
"1247","80",1247,"80.11","cg.B","8","100","sem",""
"1248","60",1248,"60.11","lu.B","32","200","com",""
"1249","118",1249,"118.11","ft.B","32","200","sem",""
"1250","52",1250,"52.11","ft.B","16","200","com",""
"1251","74",1251,"74.11","cg.B","32","50","sem",""
"1252","90",1252,"90.11","lu.B","32","100","sem",""
"1253","9",1253,"9.11","lu.B","16","50","com",""
"1254","66",1254,"66.11","lu.B","8","50","sem",""
"1255","92",1255,"92.11","cg.B","1","150","sem",""
"1256","47",1256,"47.11","cg.B","1","200","com",""
"1257","103",1257,"103.11","ft.B","32","150","sem",""
"1258","62",1258,"62.11","cg.B","1","50","sem",""
"1259","65",1259,"65.11","cg.B","8","50","sem",""
"1260","68",1260,"68.11","cg.B","16","50","sem",""
"1261","109",1261,"109.11","ft.B","8","200","sem",""
"1262","70",1262,"70.11","ft.B","24","50","sem",""
"1263","78",1263,"78.11","lu.B","1","100","sem",""
"1264","11",1264,"11.11","cg.B","24","50","com",""
"1265","51",1265,"51.11","lu.B","8","200","com",""
"1266","44",1266,"44.11","cg.B","32","150","com",""
"1267","106",1267,"106.11","ft.B","1","200","sem",""
"1268","94",1268,"94.11","ft.B","8","150","sem",""
"1269","120",1269,"120.11","lu.B","32","200","sem",""
"1270","96",1270,"96.11","lu.B","8","150","sem",""
"1271","58",1271,"58.11","ft.B","32","200","com",""
"1272","105",1272,"105.11","lu.B","32","150","sem",""
"1273","19",1273,"19.11","ft.B","8","100","com",""
"1274","54",1274,"54.11","lu.B","16","200","com",""
"1275","41",1275,"41.11","cg.B","24","150","com",""
"1276","18",1276,"18.11","lu.B","1","100","com",""
"1277","100",1277,"100.11","ft.B","24","150","sem",""
"1278","48",1278,"48.11","lu.B","1","200","com",""
"1279","115",1279,"115.11","ft.B","24","200","sem",""
"1280","24",1280,"24.11","lu.B","16","100","com",""
"1281","15",1281,"15.11","lu.B","32","50","com",""
"1282","13",1282,"13.11","ft.B","32","50","com",""
"1283","12",1283,"12.11","lu.B","24","50","com",""
"1284","17",1284,"17.11","cg.B","1","100","com",""
"1285","38",1285,"38.11","cg.B","16","150","com",""
"1286","14",1286,"14.11","cg.B","32","50","com",""
"1287","85",1287,"85.11","ft.B","24","100","sem",""
"1288","101",1288,"101.11","cg.B","24","150","sem",""
"1289","29",1289,"29.11","cg.B","32","100","com",""
"1290","117",1290,"117.11","lu.B","24","200","sem",""
"1291","5",1291,"5.11","cg.B","8","50","com",""
"1292","6",1292,"6.11","lu.B","8","50","com",""
"1293","89",1293,"89.11","cg.B","32","100","sem",""
"1294","21",1294,"21.11","lu.B","8","100","com",""
"1295","87",1295,"87.11","lu.B","24","100","sem",""
"1296","55",1296,"55.11","ft.B","24","200","com",""
"1297","2",1297,"2.11","cg.B","1","50","com",""
"1298","23",1298,"23.11","cg.B","16","100","com",""
"1299","72",1299,"72.11","lu.B","24","50","sem",""
"1300","119",1300,"119.11","cg.B","32","200","sem",""
"1301","25",1301,"25.11","ft.B","24","100","com",""
"1302","3",1302,"3.11","lu.B","1","50","com",""
"1303","30",1303,"30.11","lu.B","32","100","com",""
"1304","104",1304,"104.11","cg.B","32","150","sem",""
"1305","111",1305,"111.11","lu.B","8","200","sem",""
"1306","73",1306,"73.11","ft.B","32","50","sem",""
"1307","108",1307,"108.11","lu.B","1","200","sem",""
"1308","33",1308,"33.11","lu.B","1","150","com",""
"1309","67",1309,"67.11","ft.B","16","50","sem",""
"1310","113",1310,"113.11","cg.B","16","200","sem",""
"1311","88",1311,"88.11","ft.B","32","100","sem",""
"1312","57",1312,"57.11","lu.B","24","200","com",""
"1313","81",1313,"81.11","lu.B","8","100","sem",""
"1314","116",1314,"116.11","cg.B","24","200","sem",""
"1315","110",1315,"110.11","cg.B","8","200","sem",""
"1316","22",1316,"22.11","ft.B","16","100","com",""
"1317","46",1317,"46.11","ft.B","1","200","com",""
"1318","34",1318,"34.11","ft.B","8","150","com",""
"1319","50",1319,"50.11","cg.B","8","200","com",""
"1320","42",1320,"42.11","lu.B","24","150","com",""
"1321","15",1321,"15.12","lu.B","32","50","com",""
"1322","47",1322,"47.12","cg.B","1","200","com",""
"1323","74",1323,"74.12","cg.B","32","50","sem",""
"1324","1",1324,"1.12","ft.B","1","50","com",""
"1325","57",1325,"57.12","lu.B","24","200","com",""
"1326","10",1326,"10.12","ft.B","24","50","com",""
"1327","73",1327,"73.12","ft.B","32","50","sem",""
"1328","116",1328,"116.12","cg.B","24","200","sem",""
"1329","105",1329,"105.12","lu.B","32","150","sem",""
"1330","71",1330,"71.12","cg.B","24","50","sem",""
"1331","40",1331,"40.12","ft.B","24","150","com",""
"1332","52",1332,"52.12","ft.B","16","200","com",""
"1333","34",1333,"34.12","ft.B","8","150","com",""
"1334","66",1334,"66.12","lu.B","8","50","sem",""
"1335","120",1335,"120.12","lu.B","32","200","sem",""
"1336","79",1336,"79.12","ft.B","8","100","sem",""
"1337","17",1337,"17.12","cg.B","1","100","com",""
"1338","104",1338,"104.12","cg.B","32","150","sem",""
"1339","26",1339,"26.12","cg.B","24","100","com",""
"1340","8",1340,"8.12","cg.B","16","50","com",""
"1341","97",1341,"97.12","ft.B","16","150","sem",""
"1342","9",1342,"9.12","lu.B","16","50","com",""
"1343","19",1343,"19.12","ft.B","8","100","com",""
"1344","39",1344,"39.12","lu.B","16","150","com",""
"1345","56",1345,"56.12","cg.B","24","200","com",""
"1346","53",1346,"53.12","cg.B","16","200","com",""
"1347","18",1347,"18.12","lu.B","1","100","com",""
"1348","84",1348,"84.12","lu.B","16","100","sem",""
"1349","28",1349,"28.12","ft.B","32","100","com",""
"1350","50",1350,"50.12","cg.B","8","200","com",""
"1351","87",1351,"87.12","lu.B","24","100","sem",""
"1352","3",1352,"3.12","lu.B","1","50","com",""
"1353","55",1353,"55.12","ft.B","24","200","com",""
"1354","38",1354,"38.12","cg.B","16","150","com",""
"1355","89",1355,"89.12","cg.B","32","100","sem",""
"1356","27",1356,"27.12","lu.B","24","100","com",""
"1357","88",1357,"88.12","ft.B","32","100","sem",""
"1358","119",1358,"119.12","cg.B","32","200","sem",""
"1359","112",1359,"112.12","ft.B","16","200","sem",""
"1360","65",1360,"65.12","cg.B","8","50","sem",""
"1361","86",1361,"86.12","cg.B","24","100","sem",""
"1362","63",1362,"63.12","lu.B","1","50","sem",""
"1363","22",1363,"22.12","ft.B","16","100","com",""
"1364","76",1364,"76.12","ft.B","1","100","sem",""
"1365","58",1365,"58.12","ft.B","32","200","com",""
"1366","98",1366,"98.12","cg.B","16","150","sem",""
"1367","42",1367,"42.12","lu.B","24","150","com",""
"1368","99",1368,"99.12","lu.B","16","150","sem",""
"1369","90",1369,"90.12","lu.B","32","100","sem",""
"1370","13",1370,"13.12","ft.B","32","50","com",""
"1371","41",1371,"41.12","cg.B","24","150","com",""
"1372","36",1372,"36.12","lu.B","8","150","com",""
"1373","67",1373,"67.12","ft.B","16","50","sem",""
"1374","80",1374,"80.12","cg.B","8","100","sem",""
"1375","43",1375,"43.12","ft.B","32","150","com",""
"1376","37",1376,"37.12","ft.B","16","150","com",""
"1377","102",1377,"102.12","lu.B","24","150","sem",""
"1378","83",1378,"83.12","cg.B","16","100","sem",""
"1379","82",1379,"82.12","ft.B","16","100","sem",""
"1380","48",1380,"48.12","lu.B","1","200","com",""
"1381","103",1381,"103.12","ft.B","32","150","sem",""
"1382","95",1382,"95.12","cg.B","8","150","sem",""
"1383","30",1383,"30.12","lu.B","32","100","com",""
"1384","7",1384,"7.12","ft.B","16","50","com",""
"1385","14",1385,"14.12","cg.B","32","50","com",""
"1386","20",1386,"20.12","cg.B","8","100","com",""
"1387","96",1387,"96.12","lu.B","8","150","sem",""
"1388","107",1388,"107.12","cg.B","1","200","sem",""
"1389","78",1389,"78.12","lu.B","1","100","sem",""
"1390","100",1390,"100.12","ft.B","24","150","sem",""
"1391","94",1391,"94.12","ft.B","8","150","sem",""
"1392","4",1392,"4.12","ft.B","8","50","com",""
"1393","64",1393,"64.12","ft.B","8","50","sem",""
"1394","60",1394,"60.12","lu.B","32","200","com",""
"1395","33",1395,"33.12","lu.B","1","150","com",""
"1396","44",1396,"44.12","cg.B","32","150","com",""
"1397","114",1397,"114.12","lu.B","16","200","sem",""
"1398","45",1398,"45.12","lu.B","32","150","com",""
"1399","101",1399,"101.12","cg.B","24","150","sem",""
"1400","62",1400,"62.12","cg.B","1","50","sem",""
"1401","25",1401,"25.12","ft.B","24","100","com",""
"1402","118",1402,"118.12","ft.B","32","200","sem",""
"1403","81",1403,"81.12","lu.B","8","100","sem",""
"1404","46",1404,"46.12","ft.B","1","200","com",""
"1405","5",1405,"5.12","cg.B","8","50","com",""
"1406","54",1406,"54.12","lu.B","16","200","com",""
"1407","110",1407,"110.12","cg.B","8","200","sem",""
"1408","91",1408,"91.12","ft.B","1","150","sem",""
"1409","32",1409,"32.12","cg.B","1","150","com",""
"1410","35",1410,"35.12","cg.B","8","150","com",""
"1411","49",1411,"49.12","ft.B","8","200","com",""
"1412","115",1412,"115.12","ft.B","24","200","sem",""
"1413","92",1413,"92.12","cg.B","1","150","sem",""
"1414","11",1414,"11.12","cg.B","24","50","com",""
"1415","108",1415,"108.12","lu.B","1","200","sem",""
"1416","85",1416,"85.12","ft.B","24","100","sem",""
"1417","6",1417,"6.12","lu.B","8","50","com",""
"1418","68",1418,"68.12","cg.B","16","50","sem",""
"1419","113",1419,"113.12","cg.B","16","200","sem",""
"1420","117",1420,"117.12","lu.B","24","200","sem",""
"1421","29",1421,"29.12","cg.B","32","100","com",""
"1422","61",1422,"61.12","ft.B","1","50","sem",""
"1423","16",1423,"16.12","ft.B","1","100","com",""
"1424","23",1424,"23.12","cg.B","16","100","com",""
"1425","106",1425,"106.12","ft.B","1","200","sem",""
"1426","77",1426,"77.12","cg.B","1","100","sem",""
"1427","2",1427,"2.12","cg.B","1","50","com",""
"1428","59",1428,"59.12","cg.B","32","200","com",""
"1429","75",1429,"75.12","lu.B","32","50","sem",""
"1430","111",1430,"111.12","lu.B","8","200","sem",""
"1431","109",1431,"109.12","ft.B","8","200","sem",""
"1432","69",1432,"69.12","lu.B","16","50","sem",""
"1433","70",1433,"70.12","ft.B","24","50","sem",""
"1434","31",1434,"31.12","ft.B","1","150","com",""
"1435","12",1435,"12.12","lu.B","24","50","com",""
"1436","72",1436,"72.12","lu.B","24","50","sem",""
"1437","24",1437,"24.12","lu.B","16","100","com",""
"1438","93",1438,"93.12","lu.B","1","150","sem",""
"1439","51",1439,"51.12","lu.B","8","200","com",""
"1440","21",1440,"21.12","lu.B","8","100","com",""
"1441","64",1441,"64.13","ft.B","8","50","sem",""
"1442","104",1442,"104.13","cg.B","32","150","sem",""
"1443","5",1443,"5.13","cg.B","8","50","com",""
"1444","63",1444,"63.13","lu.B","1","50","sem",""
"1445","96",1445,"96.13","lu.B","8","150","sem",""
"1446","2",1446,"2.13","cg.B","1","50","com",""
"1447","81",1447,"81.13","lu.B","8","100","sem",""
"1448","49",1448,"49.13","ft.B","8","200","com",""
