region,file,codeline,thread,metric,value
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,48980
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,5337
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,9033
omp_do_,ft.f,190,8,PAPI_L2_TCA,1111
omp_do_,ft.f,190,9,PAPI_L2_DCM,152
omp_do_,ft.f,190,10,PAPI_L2_ICM,395
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1781
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,194
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,579
omp_do_,ft.f,190,8,PAPI_L2_TCA,1095
omp_do_,ft.f,190,9,PAPI_L2_DCM,121
omp_do_,ft.f,190,10,PAPI_L2_ICM,368
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1632
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,164
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,558
omp_do_,ft.f,190,8,PAPI_L2_TCA,1013
omp_do_,ft.f,190,9,PAPI_L2_DCM,118
omp_do_,ft.f,190,10,PAPI_L2_ICM,350
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1071
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,121
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,363
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1562
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,162
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,535
omp_do_,ft.f,190,8,PAPI_L2_TCA,1618
omp_do_,ft.f,190,9,PAPI_L2_DCM,163
omp_do_,ft.f,190,10,PAPI_L2_ICM,561
omp_do_,ft.f,190,8,PAPI_L2_TCA,55975
omp_do_,ft.f,190,9,PAPI_L2_DCM,15612
omp_do_,ft.f,190,10,PAPI_L2_ICM,777
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,56670
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,16379
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,760
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,63863
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,18119
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,720
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,141076
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,32370
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,724
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,203218
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,39691
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,9346
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,1261
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,161
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,457
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1810
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,202
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,643
omp_do_,ft.f,190,8,PAPI_L2_TCA,1271
omp_do_,ft.f,190,9,PAPI_L2_DCM,162
omp_do_,ft.f,190,10,PAPI_L2_ICM,471
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1826
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,201
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,660
omp_do_,ft.f,190,8,PAPI_L2_TCA,1253
omp_do_,ft.f,190,9,PAPI_L2_DCM,163
omp_do_,ft.f,190,10,PAPI_L2_ICM,472
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1809
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,205
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,657
omp_do_,ft.f,190,8,PAPI_L2_TCA,1167
omp_do_,ft.f,190,9,PAPI_L2_DCM,114
omp_do_,ft.f,190,10,PAPI_L2_ICM,244
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1768
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,149
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,341
omp_do_,ft.f,190,8,PAPI_L2_TCA,1296
omp_do_,ft.f,190,9,PAPI_L2_DCM,164
omp_do_,ft.f,190,10,PAPI_L2_ICM,494
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1868
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,206
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,687
omp_do_,ft.f,190,8,PAPI_L2_TCA,54330
omp_do_,ft.f,190,9,PAPI_L2_DCM,14757
omp_do_,ft.f,190,10,PAPI_L2_ICM,829
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,56624
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,15002
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,879
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,63571
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,16524
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,887
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,172152
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,36107
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,831
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,173235
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,36124
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,409
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,1640
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,170
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,602
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1016
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,158
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,356
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,459
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,82
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,136
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1078
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,152
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,406
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1216
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,177
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,440
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,263
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,74
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,63
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1526
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,186
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,553
omp_do_,ft.f,190,8,PAPI_L2_TCA,2308
omp_do_,ft.f,190,9,PAPI_L2_DCM,213
omp_do_,ft.f,190,10,PAPI_L2_ICM,822
omp_do_,ft.f,190,8,PAPI_L2_TCA,1428
omp_do_,ft.f,190,9,PAPI_L2_DCM,188
omp_do_,ft.f,190,10,PAPI_L2_ICM,476
omp_do_,ft.f,190,8,PAPI_L2_TCA,707
omp_do_,ft.f,190,9,PAPI_L2_DCM,105
omp_do_,ft.f,190,10,PAPI_L2_ICM,210
omp_do_,ft.f,190,8,PAPI_L2_TCA,1425
omp_do_,ft.f,190,9,PAPI_L2_DCM,182
omp_do_,ft.f,190,10,PAPI_L2_ICM,491
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1328
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,169
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,494
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1594
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,215
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,547
omp_do_,ft.f,190,8,PAPI_L2_TCA,552
omp_do_,ft.f,190,9,PAPI_L2_DCM,103
omp_do_,ft.f,190,10,PAPI_L2_ICM,148
omp_do_,ft.f,190,8,PAPI_L2_TCA,1323
omp_do_,ft.f,190,9,PAPI_L2_DCM,177
omp_do_,ft.f,190,10,PAPI_L2_ICM,499
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,2008
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,223
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,681
omp_do_,ft.f,190,8,PAPI_L2_TCA,1971
omp_do_,ft.f,190,9,PAPI_L2_DCM,216
omp_do_,ft.f,190,10,PAPI_L2_ICM,676
omp_do_,ft.f,190,8,PAPI_L2_TCA,1886
omp_do_,ft.f,190,9,PAPI_L2_DCM,225
omp_do_,ft.f,190,10,PAPI_L2_ICM,689
omp_do_,ft.f,190,8,PAPI_L2_TCA,1251
omp_do_,ft.f,190,9,PAPI_L2_DCM,164
omp_do_,ft.f,190,10,PAPI_L2_ICM,436
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1902
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,203
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,634
omp_do_,ft.f,190,8,PAPI_L2_TCA,1197
omp_do_,ft.f,190,9,PAPI_L2_DCM,118
omp_do_,ft.f,190,10,PAPI_L2_ICM,252
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1820
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,152
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,359
omp_do_,ft.f,190,8,PAPI_L2_TCA,1287
omp_do_,ft.f,190,9,PAPI_L2_DCM,172
omp_do_,ft.f,190,10,PAPI_L2_ICM,487
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,775
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,63
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,8
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1874
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,215
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,675
omp_do_,ft.f,190,8,PAPI_L2_TCA,883
omp_do_,ft.f,190,9,PAPI_L2_DCM,78
omp_do_,ft.f,190,10,PAPI_L2_ICM,15
omp_do_,ft.f,190,8,PAPI_L2_TCA,1842
omp_do_,ft.f,190,9,PAPI_L2_DCM,185
omp_do_,ft.f,190,10,PAPI_L2_ICM,711
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,2539
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,231
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,923
omp_do_,ft.f,190,8,PAPI_L2_TCA,1193
omp_do_,ft.f,190,9,PAPI_L2_DCM,144
omp_do_,ft.f,190,10,PAPI_L2_ICM,224
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1789
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,178
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,318
omp_do_,ft.f,190,8,PAPI_L2_TCA,1235
omp_do_,ft.f,190,9,PAPI_L2_DCM,157
omp_do_,ft.f,190,10,PAPI_L2_ICM,344
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1820
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,191
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,466
omp_do_,ft.f,190,8,PAPI_L2_TCA,1261
omp_do_,ft.f,190,9,PAPI_L2_DCM,141
omp_do_,ft.f,190,10,PAPI_L2_ICM,342
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1849
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,179
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,475
omp_do_,ft.f,190,8,PAPI_L2_TCA,1021
omp_do_,ft.f,190,9,PAPI_L2_DCM,156
omp_do_,ft.f,190,10,PAPI_L2_ICM,366
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,946
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,150
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,336
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1456
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,190
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,478
omp_do_,ft.f,190,8,PAPI_L2_TCA,1584
omp_do_,ft.f,190,9,PAPI_L2_DCM,197
omp_do_,ft.f,190,10,PAPI_L2_ICM,526
omp_do_,ft.f,190,8,PAPI_L2_TCA,1023
omp_do_,ft.f,190,9,PAPI_L2_DCM,152
omp_do_,ft.f,190,10,PAPI_L2_ICM,370
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1586
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,194
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,541
omp_do_,ft.f,190,8,PAPI_L2_TCA,1036
omp_do_,ft.f,190,9,PAPI_L2_DCM,154
omp_do_,ft.f,190,10,PAPI_L2_ICM,376
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1511
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,198
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,518
omp_do_,ft.f,190,8,PAPI_L2_TCA,1020
omp_do_,ft.f,190,9,PAPI_L2_DCM,156
omp_do_,ft.f,190,10,PAPI_L2_ICM,367
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1567
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,199
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,540
omp_do_,ft.f,190,8,PAPI_L2_TCA,864
omp_do_,ft.f,190,9,PAPI_L2_DCM,156
omp_do_,ft.f,190,10,PAPI_L2_ICM,301
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,890
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,166
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,305
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,903
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,155
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,313
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1324
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,196
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,428
omp_do_,ft.f,190,8,PAPI_L2_TCA,1400
omp_do_,ft.f,190,9,PAPI_L2_DCM,195
omp_do_,ft.f,190,10,PAPI_L2_ICM,453
omp_do_,ft.f,190,8,PAPI_L2_TCA,1346
omp_do_,ft.f,190,9,PAPI_L2_DCM,207
omp_do_,ft.f,190,10,PAPI_L2_ICM,433
omp_do_,ft.f,190,8,PAPI_L2_TCA,901
omp_do_,ft.f,190,9,PAPI_L2_DCM,158
omp_do_,ft.f,190,10,PAPI_L2_ICM,323
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1358
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,196
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,457
omp_do_,ft.f,190,8,PAPI_L2_TCA,907
omp_do_,ft.f,190,9,PAPI_L2_DCM,167
omp_do_,ft.f,190,10,PAPI_L2_ICM,323
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1362
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,205
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,460
omp_do_,ft.f,190,8,PAPI_L2_TCA,767
omp_do_,ft.f,190,9,PAPI_L2_DCM,151
omp_do_,ft.f,190,10,PAPI_L2_ICM,264
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1188
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,190
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,373
omp_do_,ft.f,190,8,PAPI_L2_TCA,755
omp_do_,ft.f,190,9,PAPI_L2_DCM,159
omp_do_,ft.f,190,10,PAPI_L2_ICM,258
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1230
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,197
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,376
omp_do_,ft.f,190,8,PAPI_L2_TCA,819
omp_do_,ft.f,190,9,PAPI_L2_DCM,152
omp_do_,ft.f,190,10,PAPI_L2_ICM,296
omp_parallel_,ft.f,190,8,PAPI_L2_TCA,1294
omp_parallel_,ft.f,190,9,PAPI_L2_DCM,190
omp_parallel_,ft.f,190,10,PAPI_L2_ICM,433
omp_do_,ft.f,190,8,PAPI_L2_TCA,48466
omp_do_,ft.f,190,9,PAPI_L2_DCM,14067
omp_do_,ft.f,190,10,PAPI_L2_ICM,686
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,59717
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,17067
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,963
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,109624
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,25508
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1098
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,139004
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,31689
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,292
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,138723
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,30847
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,620
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,142528
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,30958
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,665
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,140755
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,31277
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,149
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,143782
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,31208
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,855
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,141062
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,31253
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,745
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,141878
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,30389
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,638
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,163892
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,36940
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,656
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,169654
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,36559
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,468
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,118844
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,26207
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,619
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,130624
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,30016
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,711
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,131988
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,30989
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,819
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,119324
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,29532
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,904
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,71910
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,19716
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,708
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,80695
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,19560
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,494
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,64159
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,19488
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,657
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,160885
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,35330
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,313
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,144163
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,31042
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,520
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,148198
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,33416
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,497
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,127350
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,28074
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,719
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,141991
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,29049
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,664
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,165081
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,35197
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,643
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,164036
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,33363
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,581
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,138040
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,29962
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,730
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,76467
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,22306
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,863
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,129436
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,28518
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,827
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,135706
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,29353
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,724
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,77677
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,22415
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1254
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,130259
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,28607
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1145
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,78019
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,22420
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1301
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,130488
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,28613
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1199
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,130542
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,28616
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1219
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,78076
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,22424
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1317
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,64733
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,18251
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,994
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,142051
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,32532
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,985
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,65124
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,18288
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1011
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,65189
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,18297
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1011
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,57683
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,15962
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1437
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,142671
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,32569
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1079
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,142874
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,32577
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1089
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,49539
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,14252
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1107
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,58509
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,16033
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1704
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,204771
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,39901
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,9920
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,58611
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,16043
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1722
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,60682
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,17256
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1328
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,55463
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,14948
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1282
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,57394
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,16514
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1009
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,110272
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,25643
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1306
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,205530
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,40002
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,10126
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,50317
omp_implicit_barrier_,ft.f,200,9,PAPI_L2_DCM,14324
omp_implicit_barrier_,ft.f,200,10,PAPI_L2_ICM,1371
omp_implicit_barrier_,ft.f,200,8,PAPI_L2_TCA,205701
