region,file,codeline,thread,metric,value
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,27323
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46018813
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16680753
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,20457
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46547726
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16777438
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,20862
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46137792
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17919612
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,23487
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46211996
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17994473
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22768
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46861507
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17016578
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24683
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45762940
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17232096
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22758
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53253733
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19681977
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,25680
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45849413
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16606356
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26990
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45888725
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16684210
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,23009
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45719480
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17359676
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24589
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45821778
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17424209
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22580
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46308398
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16568278
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21972
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53421629
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19608321
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26422
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46210893
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17107125
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24909
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,54566129
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19443086
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,46363
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45877172
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16989280
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22005
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53100417
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18858842
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,27438
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53244575
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,20431165
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28606
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46169929
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18056090
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22523
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46220117
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18199525
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24628
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53237207
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19195875
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,29404
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53139089
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,20072849
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28435
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46693948
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17280194
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,25996
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53126372
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18573875
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,29393
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53998686
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19648868
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28092
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45745767
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17298105
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21513
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45935874
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16746697
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24159
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53352279
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19243453
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26173
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46047876
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17149135
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22113
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53277184
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18607852
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28240
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46212048
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17994475
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22769
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46137839
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17919615
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,23489
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46018862
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16680758
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,20457
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46105158
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16871129
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22752
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53402717
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19295622
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28041
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53718637
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18512705
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,25199
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45950924
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18010081
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,20609
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53451870
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19747897
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26828
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53421687
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19608325
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26424
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46210921
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17107126
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24909
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45888775
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16684214
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,23009
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53489376
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,20320208
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,27323
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46102863
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18187256
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21157
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45790951
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17264634
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21501
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46861542
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17016580
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24683
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45883623
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16748015
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21267
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46547766
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16777443
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,20862
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53277213
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18607853
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28240
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46308451
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16568278
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21972
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45719532
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17359681
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24590
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46047902
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17149137
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22113
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45762989
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17232097
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22759
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,54566170
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19443090
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,46364
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53352303
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19243456
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26173
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45821839
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17424213
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22580
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45745802
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,17298109
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,21513
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53253785
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19681981
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,25681
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,54070235
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19384970
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,25575
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45877204
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16989283
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,22005
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,45849455
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,16606358
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,26990
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53126403
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18573879
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,29393
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53139134
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,20072852
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28436
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,46220152
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18199527
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,24628
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53998721
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19648869
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,28092
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,53100453
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,18858846
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,27438
omp_implicit_barrier_,ft.f,887,8,PAPI_L2_TCA,54570182
omp_implicit_barrier_,ft.f,887,9,PAPI_L2_DCM,19443511
omp_implicit_barrier_,ft.f,887,10,PAPI_L2_ICM,47525
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45877530
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16989321
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22051
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46103020
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18187274
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,21163
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53489775
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,20320238
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,27344
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53254035
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19681999
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,25694
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45936209
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16746726
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,24174
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53244887
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,20431185
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28626
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53139433
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,20072876
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28442
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45951132
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18010108
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,20622
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46220441
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18199558
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,24651
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46105524
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16871157
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22774
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53452265
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19747920
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,26853
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45719890
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17359705
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,24605
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45763216
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17232117
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22771
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46212339
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17994494
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22775
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53402879
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19295640
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28055
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46138125
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17919634
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,23508
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53421867
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19608340
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,26430
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46694279
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17280219
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,26014
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46211177
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17107146
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,24932
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46548157
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16777485
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,20890
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53100679
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18858894
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,27460
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53237429
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19195896
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,29419
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,54070540
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19385004
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,25602
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45791222
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17264686
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,21520
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53998945
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19648891
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28099
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45822099
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17424244
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22596
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53277472
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18607881
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28257
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53126523
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18573907
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,29395
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46861938
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17016621
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,24713
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45849666
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16606392
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,26997
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45746102
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17298153
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,21541
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46170195
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,18056104
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22542
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46019250
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16680793
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,20484
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45883929
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16748043
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,21288
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,45889172
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,16684251
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,23028
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,46048191
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,17149169
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,22125
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53352566
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,19243493
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,26217
omp_parallel_,ft.f,225,8,PAPI_L2_TCA,53245062
omp_parallel_,ft.f,225,9,PAPI_L2_DCM,20431195
omp_parallel_,ft.f,225,10,PAPI_L2_ICM,28628
omp_do_,ft.f,225,8,PAPI_L2_TCA,53254213
omp_do_,ft.f,225,9,PAPI_L2_DCM,19682011
omp_do_,ft.f,225,10,PAPI_L2_ICM,25694
omp_do_,ft.f,225,8,PAPI_L2_TCA,45791312
omp_do_,ft.f,225,9,PAPI_L2_DCM,17264694
omp_do_,ft.f,225,10,PAPI_L2_ICM,21520
omp_do_,ft.f,225,8,PAPI_L2_TCA,46105696
omp_do_,ft.f,225,9,PAPI_L2_DCM,16871165
omp_do_,ft.f,225,10,PAPI_L2_ICM,22776
omp_do_,ft.f,225,8,PAPI_L2_TCA,53402920
omp_do_,ft.f,225,9,PAPI_L2_DCM,19295646
omp_do_,ft.f,225,10,PAPI_L2_ICM,28055
omp_do_,ft.f,225,8,PAPI_L2_TCA,54070666
omp_do_,ft.f,225,9,PAPI_L2_DCM,19385014
omp_do_,ft.f,225,10,PAPI_L2_ICM,25603
omp_do_,ft.f,225,8,PAPI_L2_TCA,46048281
omp_do_,ft.f,225,9,PAPI_L2_DCM,17149176
omp_do_,ft.f,225,10,PAPI_L2_ICM,22127
omp_do_,ft.f,225,8,PAPI_L2_TCA,53352679
omp_do_,ft.f,225,9,PAPI_L2_DCM,19243499
omp_do_,ft.f,225,10,PAPI_L2_ICM,26222
omp_do_,ft.f,225,8,PAPI_L2_TCA,46211359
omp_do_,ft.f,225,9,PAPI_L2_DCM,17107157
omp_do_,ft.f,225,10,PAPI_L2_ICM,24940
omp_do_,ft.f,225,8,PAPI_L2_TCA,45746196
omp_do_,ft.f,225,9,PAPI_L2_DCM,17298161
omp_do_,ft.f,225,10,PAPI_L2_ICM,21541
omp_do_,ft.f,225,8,PAPI_L2_TCA,53421908
omp_do_,ft.f,225,9,PAPI_L2_DCM,19608348
omp_do_,ft.f,225,10,PAPI_L2_ICM,26431
omp_do_,ft.f,225,8,PAPI_L2_TCA,53999052
omp_do_,ft.f,225,9,PAPI_L2_DCM,19648899
omp_do_,ft.f,225,10,PAPI_L2_ICM,28100
omp_do_,ft.f,225,8,PAPI_L2_TCA,53489861
omp_do_,ft.f,225,9,PAPI_L2_DCM,20320247
omp_do_,ft.f,225,10,PAPI_L2_ICM,27346
omp_do_,ft.f,225,8,PAPI_L2_TCA,46103141
omp_do_,ft.f,225,9,PAPI_L2_DCM,18187285
omp_do_,ft.f,225,10,PAPI_L2_ICM,21164
omp_do_,ft.f,225,8,PAPI_L2_TCA,45822289
omp_do_,ft.f,225,9,PAPI_L2_DCM,17424250
omp_do_,ft.f,225,10,PAPI_L2_ICM,22597
omp_do_,ft.f,225,8,PAPI_L2_TCA,45951233
omp_do_,ft.f,225,9,PAPI_L2_DCM,18010119
omp_do_,ft.f,225,10,PAPI_L2_ICM,20622
omp_do_,ft.f,225,8,PAPI_L2_TCA,53100835
omp_do_,ft.f,225,9,PAPI_L2_DCM,18858905
omp_do_,ft.f,225,10,PAPI_L2_ICM,27463
omp_do_,ft.f,225,8,PAPI_L2_TCA,46548229
omp_do_,ft.f,225,9,PAPI_L2_DCM,16777492
omp_do_,ft.f,225,10,PAPI_L2_ICM,20894
omp_do_,ft.f,225,8,PAPI_L2_TCA,53452376
omp_do_,ft.f,225,9,PAPI_L2_DCM,19747930
omp_do_,ft.f,225,10,PAPI_L2_ICM,26856
omp_do_,ft.f,225,8,PAPI_L2_TCA,46170255
omp_do_,ft.f,225,9,PAPI_L2_DCM,18056109
omp_do_,ft.f,225,10,PAPI_L2_ICM,22544
omp_do_,ft.f,225,8,PAPI_L2_TCA,53139575
omp_do_,ft.f,225,9,PAPI_L2_DCM,20072881
omp_do_,ft.f,225,10,PAPI_L2_ICM,28444
omp_do_,ft.f,225,8,PAPI_L2_TCA,46220521
omp_do_,ft.f,225,9,PAPI_L2_DCM,18199565
omp_do_,ft.f,225,10,PAPI_L2_ICM,24651
omp_do_,ft.f,225,8,PAPI_L2_TCA,45849803
omp_do_,ft.f,225,9,PAPI_L2_DCM,16606401
omp_do_,ft.f,225,10,PAPI_L2_ICM,26997
omp_do_,ft.f,225,8,PAPI_L2_TCA,46019336
omp_do_,ft.f,225,9,PAPI_L2_DCM,16680800
omp_do_,ft.f,225,10,PAPI_L2_ICM,20485
omp_do_,ft.f,225,8,PAPI_L2_TCA,46212518
omp_do_,ft.f,225,9,PAPI_L2_DCM,17994503
omp_do_,ft.f,225,10,PAPI_L2_ICM,22776
omp_do_,ft.f,225,8,PAPI_L2_TCA,46694409
omp_do_,ft.f,225,9,PAPI_L2_DCM,17280226
omp_do_,ft.f,225,10,PAPI_L2_ICM,26017
omp_do_,ft.f,225,8,PAPI_L2_TCA,46862090
omp_do_,ft.f,225,9,PAPI_L2_DCM,17016633
omp_do_,ft.f,225,10,PAPI_L2_ICM,24713
omp_do_,ft.f,225,8,PAPI_L2_TCA,53277658
omp_do_,ft.f,225,9,PAPI_L2_DCM,18607894
omp_do_,ft.f,225,10,PAPI_L2_ICM,28257
omp_do_,ft.f,225,8,PAPI_L2_TCA,53237540
omp_do_,ft.f,225,9,PAPI_L2_DCM,19195910
omp_do_,ft.f,225,10,PAPI_L2_ICM,29421
omp_do_,ft.f,225,8,PAPI_L2_TCA,45936274
omp_do_,ft.f,225,9,PAPI_L2_DCM,16746734
omp_do_,ft.f,225,10,PAPI_L2_ICM,24175
omp_do_,ft.f,225,8,PAPI_L2_TCA,45883970
omp_do_,ft.f,225,9,PAPI_L2_DCM,16748052
omp_do_,ft.f,225,10,PAPI_L2_ICM,21288
omp_do_,ft.f,225,8,PAPI_L2_TCA,45889232
omp_do_,ft.f,225,9,PAPI_L2_DCM,16684257
omp_do_,ft.f,225,10,PAPI_L2_ICM,23028
omp_do_,ft.f,225,8,PAPI_L2_TCA,45877854
omp_do_,ft.f,225,9,PAPI_L2_DCM,16989349
omp_do_,ft.f,225,10,PAPI_L2_ICM,22113
