"name","run.no.in.std.order","run.no","run.no.std.rp","versions","threads","sampling","use","tempo"
"65","108",65,"108.1",lu.B,1,200,sem,38.10
"66","71",66,"71.1",cg.B,24,50,sem,34.03
"67","93",67,"93.1",lu.B,1,150,sem,38.13
"68","109",68,"109.1",ft.B,8,200,sem,7.93
"69","99",69,"99.1",lu.B,16,150,sem,44.10
"70","92",70,"92.1",cg.B,1,150,sem,32.77
"71","16",71,"16.1",ft.B,1,100,com,7.80
"72","26",72,"26.1",cg.B,24,100,com,24.77
"73","83",73,"83.1",cg.B,16,100,sem,30.38
"74","23",74,"23.1",cg.B,16,100,com,25.08
"75","28",75,"28.1",ft.B,32,100,com,8.09
"76","37",76,"37.1",ft.B,16,150,com,7.63
"77","70",77,"70.1",ft.B,24,50,sem,7.82
"78","87",78,"87.1",lu.B,24,100,sem,40.69
"79","29",79,"29.1",cg.B,32,100,com,30.35
"80","113",80,"113.1",cg.B,16,200,sem,25.92
"81","120",81,"120.1",lu.B,32,200,sem,33.26
"82","10",82,"10.1",ft.B,24,50,com,7.77
"83","19",83,"19.1",ft.B,8,100,com,7.73
"84","67",84,"67.1",ft.B,16,50,sem,8.12
"85","2",85,"2.1",cg.B,1,50,com,31.57
"86","100",86,"100.1",ft.B,24,150,sem,7.77
"87","18",87,"18.1",lu.B,1,100,com,33.11
"88","35",88,"35.1",cg.B,8,150,com,28.87
"89","32",89,"32.1",cg.B,1,150,com,26.98
"90","36",90,"36.1",lu.B,8,150,com,42.40
"91","20",91,"20.1",cg.B,8,100,com,31.32
"92","13",92,"13.1",ft.B,32,50,com,8.47
"93","96",93,"96.1",lu.B,8,150,sem,35.07
"94","55",94,"55.1",ft.B,24,200,com,7.53
"95","98",95,"98.1",cg.B,16,150,sem,32.37
"96","48",96,"48.1",lu.B,1,200,com,38.33
"97","34",97,"34.1",ft.B,8,150,com,7.73
"98","59",98,"59.1",cg.B,32,200,com,29.77
"99","60",99,"60.1",lu.B,32,200,com,32.49
"100","51",100,"51.1",lu.B,8,200,com,36.16
"101","90",101,"90.1",lu.B,32,100,sem,43.80
"102","64",102,"64.1",ft.B,8,50,sem,8.02
"103","57",103,"57.1",lu.B,24,200,com,43.85
"104","27",104,"27.1",lu.B,24,100,com,40.70
"105","5",105,"5.1",cg.B,8,50,com,24.57
"106","44",106,"44.1",cg.B,32,150,com,28.04
"107","85",107,"85.1",ft.B,24,100,sem,7.62
"108","89",108,"89.1",cg.B,32,100,sem,22.74
"109","4",109,"4.1",ft.B,8,50,com,7.76
"110","3",110,"3.1",lu.B,1,50,com,41.54
"111","106",111,"106.1",ft.B,1,200,sem,7.82
"112","116",112,"116.1",cg.B,24,200,sem,26.63
"113","33",113,"33.1",lu.B,1,150,com,37.29
"114","104",114,"104.1",cg.B,32,150,sem,23.86
"115","73",115,"73.1",ft.B,32,50,sem,7.92
"116","11",116,"11.1",cg.B,24,50,com,29.33
"117","88",117,"88.1",ft.B,32,100,sem,8.80
"118","31",118,"31.1",ft.B,1,150,com,7.96
"119","112",119,"112.1",ft.B,16,200,sem,7.76
"120","80",120,"80.1",cg.B,8,100,sem,27.08
"121","93",121,"93.2",lu.B,1,150,sem,40.11
"122","106",122,"106.2",ft.B,1,200,sem,8.01
"123","39",123,"39.2",lu.B,16,150,com,35.93
"124","19",124,"19.2",ft.B,8,100,com,8.00
"125","22",125,"22.2",ft.B,16,100,com,8.02
"126","102",126,"102.2",lu.B,24,150,sem,38.45
"127","59",127,"59.2",cg.B,32,200,com,29.54
"128","72",128,"72.2",lu.B,24,50,sem,38.48
"129","31",129,"31.2",ft.B,1,150,com,7.93
"130","1",130,"1.2",ft.B,1,50,com,7.81
"131","14",131,"14.2",cg.B,32,50,com,36.04
"132","70",132,"70.2",ft.B,24,50,sem,7.69
"133","60",133,"60.2",lu.B,32,200,com,44.14
"134","11",134,"11.2",cg.B,24,50,com,28.98
"135","86",135,"86.2",cg.B,24,100,sem,31.38
"136","78",136,"78.2",lu.B,1,100,sem,35.12
"137","43",137,"43.2",ft.B,32,150,com,7.77
"138","52",138,"52.2",ft.B,16,200,com,7.77
"139","28",139,"28.2",ft.B,32,100,com,7.93
"140","42",140,"42.2",lu.B,24,150,com,43.74
"141","13",141,"13.2",ft.B,32,50,com,7.54
"142","98",142,"98.2",cg.B,16,150,sem,28.28
"143","5",143,"5.2",cg.B,8,50,com,23.26
"144","87",144,"87.2",lu.B,24,100,sem,42.17
"145","117",145,"117.2",lu.B,24,200,sem,41.45
"146","104",146,"104.2",cg.B,32,150,sem,26.83
"147","96",147,"96.2",lu.B,8,150,sem,34.03
"148","107",148,"107.2",cg.B,1,200,sem,32.26
"149","68",149,"68.2",cg.B,16,50,sem,24.73
"150","82",150,"82.2",ft.B,16,100,sem,7.88
"151","21",151,"21.2",lu.B,8,100,com,39.81
"152","74",152,"74.2",cg.B,32,50,sem,28.12
"153","88",153,"88.2",ft.B,32,100,sem,8.51
"154","48",154,"48.2",lu.B,1,200,com,38.26
"155","91",155,"91.2",ft.B,1,150,sem,7.80
"156","55",156,"55.2",ft.B,24,200,com,7.83
"157","24",157,"24.2",lu.B,16,100,com,42.47
"158","34",158,"34.2",ft.B,8,150,com,7.70
"159","112",159,"112.2",ft.B,16,200,sem,7.78
"160","61",160,"61.2",ft.B,1,50,sem,7.79
"161","73",161,"73.2",ft.B,32,50,sem,7.88
"162","75",162,"75.2",lu.B,32,50,sem,35.76
"163","56",163,"56.2",cg.B,24,200,com,29.27
"164","90",164,"90.2",lu.B,32,100,sem,41.10
"165","110",165,"110.2",cg.B,8,200,sem,30.62
"166","89",166,"89.2",cg.B,32,100,sem,29.77
"167","80",167,"80.2",cg.B,8,100,sem,25.94
"168","25",168,"25.2",ft.B,24,100,com,7.70
"169","83",169,"83.2",cg.B,16,100,sem,27.49
"170","40",170,"40.2",ft.B,24,150,com,8.43
"171","37",171,"37.2",ft.B,16,150,com,8.00
"172","16",172,"16.2",ft.B,1,100,com,7.63
"173","58",173,"58.2",ft.B,32,200,com,7.77
"174","15",174,"15.2",lu.B,32,50,com,36.27
"175","4",175,"4.2",ft.B,8,50,com,7.84
"176","12",176,"12.2",lu.B,24,50,com,36.41
"177","109",177,"109.2",ft.B,8,200,sem,8.43
"178","3",178,"3.2",lu.B,1,50,com,41.34
"179","41",179,"41.2",cg.B,24,150,com,25.49
"180","66",180,"66.2",lu.B,8,50,sem,40.69
"181","7",181,"7.2",ft.B,16,50,com,8.40
"182","23",182,"23.2",cg.B,16,100,com,25.34
"183","76",183,"76.2",ft.B,1,100,sem,8.42
"184","30",184,"30.2",lu.B,32,100,com,42.20
"185","20",185,"20.2",cg.B,8,100,com,24.72
"186","2",186,"2.2",cg.B,1,50,com,24.85
"187","57",187,"57.2",lu.B,24,200,com,34.83
"188","71",188,"71.2",cg.B,24,50,sem,26.84
"189","10",189,"10.2",ft.B,24,50,com,7.85
"190","33",190,"33.2",lu.B,1,150,com,36.46
"191","44",191,"44.2",cg.B,32,150,com,27.40
"192","120",192,"120.2",lu.B,32,200,sem,39.94
"193","32",193,"32.2",cg.B,1,150,com,28.26
"194","35",194,"35.2",cg.B,8,150,com,30.24
"195","85",195,"85.2",ft.B,24,100,sem,8.18
"196","105",196,"105.2",lu.B,32,150,sem,33.13
"197","51",197,"51.2",lu.B,8,200,com,39.67
"198","103",198,"103.2",ft.B,32,150,sem,8.28
"199","114",199,"114.2",lu.B,16,200,sem,38.66
"200","49",200,"49.2",ft.B,8,200,com,8.35
"201","50",201,"50.2",cg.B,8,200,com,28.41
"202","17",202,"17.2",cg.B,1,100,com,29.43
"203","95",203,"95.2",cg.B,8,150,sem,26.88
"204","77",204,"77.2",cg.B,1,100,sem,24.15
"205","108",205,"108.2",lu.B,1,200,sem,39.13
"206","53",206,"53.2",cg.B,16,200,com,32.34
"207","100",207,"100.2",ft.B,24,150,sem,8.00
"208","9",208,"9.2",lu.B,16,50,com,35.36
"209","119",209,"119.2",cg.B,32,200,sem,23.99
"210","84",210,"84.2",lu.B,16,100,sem,33.68
"211","36",211,"36.2",lu.B,8,150,com,44.18
"212","69",212,"69.2",lu.B,16,50,sem,45.06
"213","113",213,"113.2",cg.B,16,200,sem,30.74
"214","45",214,"45.2",lu.B,32,150,com,38.53
"215","26",215,"26.2",cg.B,24,100,com,29.87
"216","79",216,"79.2",ft.B,8,100,sem,7.65
"217","18",217,"18.2",lu.B,1,100,com,41.76
"218","97",218,"97.2",ft.B,16,150,sem,7.76
"219","111",219,"111.2",lu.B,8,200,sem,41.94
"220","92",220,"92.2",cg.B,1,150,sem,33.56
"221","46",221,"46.2",ft.B,1,200,com,7.72
"222","27",222,"27.2",lu.B,24,100,com,33.63
"223","116",223,"116.2",cg.B,24,200,sem,25.89
"224","6",224,"6.2",lu.B,8,50,com,38.75
"225","38",225,"38.2",cg.B,16,150,com,27.99
"226","29",226,"29.2",cg.B,32,100,com,25.66
"227","47",227,"47.2",cg.B,1,200,com,30.41
"228","63",228,"63.2",lu.B,1,50,sem,39.27
"229","94",229,"94.2",ft.B,8,150,sem,8.49
"230","81",230,"81.2",lu.B,8,100,sem,40.49
"231","64",231,"64.2",ft.B,8,50,sem,7.87
"232","101",232,"101.2",cg.B,24,150,sem,28.48
"233","99",233,"99.2",lu.B,16,150,sem,45.82
"234","65",234,"65.2",cg.B,8,50,sem,29.84
"235","8",235,"8.2",cg.B,16,50,com,26.41
"236","118",236,"118.2",ft.B,32,200,sem,7.72
"237","67",237,"67.2",ft.B,16,50,sem,7.63
"238","115",238,"115.2",ft.B,24,200,sem,7.93
"239","62",239,"62.2",cg.B,1,50,sem,24.85
"240","54",240,"54.2",lu.B,16,200,com,38.12
"241","62",241,"62.3",cg.B,1,50,sem,24.76
"242","1",242,"1.3",ft.B,1,50,com,7.70
"243","76",243,"76.3",ft.B,1,100,sem,8.13
"244","31",244,"31.3",ft.B,1,150,com,7.70
"245","108",245,"108.3",lu.B,1,200,sem,41.82
"246","27",246,"27.3",lu.B,24,100,com,33.34
"247","17",247,"17.3",cg.B,1,100,com,33.20
"248","25",248,"25.3",ft.B,24,100,com,7.82
"249","30",249,"30.3",lu.B,32,100,com,43.32
"250","102",250,"102.3",lu.B,24,150,sem,34.49
"251","9",251,"9.3",lu.B,16,50,com,33.96
"252","69",252,"69.3",lu.B,16,50,sem,48.65
"253","110",253,"110.3",cg.B,8,200,sem,27.39
"254","38",254,"38.3",cg.B,16,150,com,25.51
"255","105",255,"105.3",lu.B,32,150,sem,35.12
"256","63",256,"63.3",lu.B,1,50,sem,33.83
"257","81",257,"81.3",lu.B,8,100,sem,38.12
"258","100",258,"100.3",ft.B,24,150,sem,7.82
"259","55",259,"55.3",ft.B,24,200,com,7.70
"260","104",260,"104.3",cg.B,32,150,sem,30.61
"261","2",261,"2.3",cg.B,1,50,com,24.54
"262","116",262,"116.3",cg.B,24,200,sem,23.42
"263","86",263,"86.3",cg.B,24,100,sem,22.64
"264","42",264,"42.3",lu.B,24,150,com,42.16
"265","85",265,"85.3",ft.B,24,100,sem,8.20
"266","118",266,"118.3",ft.B,32,200,sem,7.82
"267","92",267,"92.3",cg.B,1,150,sem,24.68
"268","111",268,"111.3",lu.B,8,200,sem,36.78
"269","82",269,"82.3",ft.B,16,100,sem,7.68
"270","74",270,"74.3",cg.B,32,50,sem,31.70
"271","12",271,"12.3",lu.B,24,50,com,45.04
"272","72",272,"72.3",lu.B,24,50,sem,37.65
"273","119",273,"119.3",cg.B,32,200,sem,29.37
"274","106",274,"106.3",ft.B,1,200,sem,7.59
"275","41",275,"41.3",cg.B,24,150,com,27.87
"276","34",276,"34.3",ft.B,8,150,com,7.64
"277","29",277,"29.3",cg.B,32,100,com,21.83
"278","94",278,"94.3",ft.B,8,150,sem,7.66
"279","20",279,"20.3",cg.B,8,100,com,22.20
"280","52",280,"52.3",ft.B,16,200,com,7.71
"281","46",281,"46.3",ft.B,1,200,com,7.57
"282","15",282,"15.3",lu.B,32,50,com,42.39
"283","117",283,"117.3",lu.B,24,200,sem,42.50
"284","112",284,"112.3",ft.B,16,200,sem,7.80
"285","68",285,"68.3",cg.B,16,50,sem,27.15
"286","6",286,"6.3",lu.B,8,50,com,39.55
"287","67",287,"67.3",ft.B,16,50,sem,7.56
"288","35",288,"35.3",cg.B,8,150,com,28.32
"289","48",289,"48.3",lu.B,1,200,com,40.64
"290","61",290,"61.3",ft.B,1,50,sem,7.85
"291","95",291,"95.3",cg.B,8,150,sem,27.52
"292","91",292,"91.3",ft.B,1,150,sem,7.64
"293","18",293,"18.3",lu.B,1,100,com,36.98
"294","14",294,"14.3",cg.B,32,50,com,22.31
"295","51",295,"51.3",lu.B,8,200,com,38.67
"296","45",296,"45.3",lu.B,32,150,com,40.32
"297","36",297,"36.3",lu.B,8,150,com,36.89
"298","58",298,"58.3",ft.B,32,200,com,7.71
"299","73",299,"73.3",ft.B,32,50,sem,7.60
"300","99",300,"99.3",lu.B,16,150,sem,40.19
"301","23",301,"23.3",cg.B,16,100,com,23.66
"302","98",302,"98.3",cg.B,16,150,sem,25.53
"303","120",303,"120.3",lu.B,32,200,sem,35.16
"304","54",304,"54.3",lu.B,16,200,com,37.67
"305","43",305,"43.3",ft.B,32,150,com,7.72
"306","49",306,"49.3",ft.B,8,200,com,7.85
"307","4",307,"4.3",ft.B,8,50,com,7.85
"308","84",308,"84.3",lu.B,16,100,sem,38.99
"309","87",309,"87.3",lu.B,24,100,sem,37.85
"310","93",310,"93.3",lu.B,1,150,sem,35.21
"311","115",311,"115.3",ft.B,24,200,sem,7.75
"312","11",312,"11.3",cg.B,24,50,com,20.02
"313","113",313,"113.3",cg.B,16,200,sem,30.18
"314","5",314,"5.3",cg.B,8,50,com,26.88
"315","64",315,"64.3",ft.B,8,50,sem,9.28
"316","56",316,"56.3",cg.B,24,200,com,23.63
"317","88",317,"88.3",ft.B,32,100,sem,9.05
"318","16",318,"16.3",ft.B,1,100,com,8.25
"319","37",319,"37.3",ft.B,16,150,com,7.72
"320","114",320,"114.3",lu.B,16,200,sem,41.08
"321","97",321,"97.3",ft.B,16,150,sem,7.93
"322","71",322,"71.3",cg.B,24,50,sem,26.93
"323","40",323,"40.3",ft.B,24,150,com,7.73
"324","89",324,"89.3",cg.B,32,100,sem,24.36
"325","65",325,"65.3",cg.B,8,50,sem,25.52
"326","80",326,"80.3",cg.B,8,100,sem,32.36
"327","39",327,"39.3",lu.B,16,150,com,37.47
"328","3",328,"3.3",lu.B,1,50,com,31.98
"329","33",329,"33.3",lu.B,1,150,com,31.79
"330","107",330,"107.3",cg.B,1,200,sem,30.23
"331","28",331,"28.3",ft.B,32,100,com,7.64
"332","103",332,"103.3",ft.B,32,150,sem,7.66
"333","44",333,"44.3",cg.B,32,150,com,30.94
"334","32",334,"32.3",cg.B,1,150,com,25.33
"335","10",335,"10.3",ft.B,24,50,com,7.87
"336","8",336,"8.3",cg.B,16,50,com,26.36
"337","66",337,"66.3",lu.B,8,50,sem,44.82
"338","24",338,"24.3",lu.B,16,100,com,40.10
"339","57",339,"57.3",lu.B,24,200,com,36.56
"340","75",340,"75.3",lu.B,32,50,sem,35.94
"341","101",341,"101.3",cg.B,24,150,sem,21.96
"342","79",342,"79.3",ft.B,8,100,sem,7.74
"343","47",343,"47.3",cg.B,1,200,com,23.25
"344","19",344,"19.3",ft.B,8,100,com,7.91
"345","22",345,"22.3",ft.B,16,100,com,8.15
"346","13",346,"13.3",ft.B,32,50,com,7.68
"347","26",347,"26.3",cg.B,24,100,com,30.12
"348","96",348,"96.3",lu.B,8,150,sem,38.60
"349","21",349,"21.3",lu.B,8,100,com,32.19
"350","50",350,"50.3",cg.B,8,200,com,26.61
"351","90",351,"90.3",lu.B,32,100,sem,32.80
"352","78",352,"78.3",lu.B,1,100,sem,39.23
"353","83",353,"83.3",cg.B,16,100,sem,28.82
"354","77",354,"77.3",cg.B,1,100,sem,21.92
"355","53",355,"53.3",cg.B,16,200,com,22.67
"356","60",356,"60.3",lu.B,32,200,com,40.28
"357","59",357,"59.3",cg.B,32,200,com,26.26
"358","70",358,"70.3",ft.B,24,50,sem,7.65
"359","109",359,"109.3",ft.B,8,200,sem,7.67
"360","7",360,"7.3",ft.B,16,50,com,7.62
"361","78",361,"78.4",lu.B,1,100,sem,40.44
"362","71",362,"71.4",cg.B,24,50,sem,25.34
"363","81",363,"81.4",lu.B,8,100,sem,32.48
"364","79",364,"79.4",ft.B,8,100,sem,7.61
"365","74",365,"74.4",cg.B,32,50,sem,27.88
"366","35",366,"35.4",cg.B,8,150,com,29.35
"367","59",367,"59.4",cg.B,32,200,com,20.86
"368","108",368,"108.4",lu.B,1,200,sem,38.21
"369","13",369,"13.4",ft.B,32,50,com,8.34
"370","26",370,"26.4",cg.B,24,100,com,24.68
"371","104",371,"104.4",cg.B,32,150,sem,27.44
"372","25",372,"25.4",ft.B,24,100,com,7.59
"373","90",373,"90.4",lu.B,32,100,sem,40.57
"374","32",374,"32.4",cg.B,1,150,com,33.47
"375","88",375,"88.4",ft.B,32,100,sem,7.67
"376","77",376,"77.4",cg.B,1,100,sem,21.55
"377","120",377,"120.4",lu.B,32,200,sem,39.30
"378","1",378,"1.4",ft.B,1,50,com,7.62
"379","27",379,"27.4",lu.B,24,100,com,45.66
"380","24",380,"24.4",lu.B,16,100,com,33.81
"381","31",381,"31.4",ft.B,1,150,com,7.67
"382","12",382,"12.4",lu.B,24,50,com,39.28
"383","83",383,"83.4",cg.B,16,100,sem,26.73
"384","63",384,"63.4",lu.B,1,50,sem,38.02
"385","53",385,"53.4",cg.B,16,200,com,22.29
"386","39",386,"39.4",lu.B,16,150,com,39.46
"387","62",387,"62.4",cg.B,1,50,sem,26.51
"388","40",388,"40.4",ft.B,24,150,com,7.64
"389","21",389,"21.4",lu.B,8,100,com,37.78
"390","87",390,"87.4",lu.B,24,100,sem,41.62
"391","110",391,"110.4",cg.B,8,200,sem,24.13
"392","43",392,"43.4",ft.B,32,150,com,7.71
"393","28",393,"28.4",ft.B,32,100,com,7.59
"394","20",394,"20.4",cg.B,8,100,com,29.68
"395","7",395,"7.4",ft.B,16,50,com,7.68
"396","57",396,"57.4",lu.B,24,200,com,32.68
"397","66",397,"66.4",lu.B,8,50,sem,37.50
"398","112",398,"112.4",ft.B,16,200,sem,8.10
"399","41",399,"41.4",cg.B,24,150,com,22.54
"400","3",400,"3.4",lu.B,1,50,com,33.37
"401","92",401,"92.4",cg.B,1,150,sem,22.52
"402","72",402,"72.4",lu.B,24,50,sem,35.23
"403","51",403,"51.4",lu.B,8,200,com,38.79
"404","46",404,"46.4",ft.B,1,200,com,7.70
"405","45",405,"45.4",lu.B,32,150,com,38.54
"406","75",406,"75.4",lu.B,32,50,sem,38.00
"407","30",407,"30.4",lu.B,32,100,com,38.82
"408","76",408,"76.4",ft.B,1,100,sem,7.80
"409","11",409,"11.4",cg.B,24,50,com,27.03
"410","102",410,"102.4",lu.B,24,150,sem,38.39
"411","114",411,"114.4",lu.B,16,200,sem,41.20
"412","56",412,"56.4",cg.B,24,200,com,23.76
"413","89",413,"89.4",cg.B,32,100,sem,24.68
"414","2",414,"2.4",cg.B,1,50,com,26.07
"415","117",415,"117.4",lu.B,24,200,sem,36.73
"416","113",416,"113.4",cg.B,16,200,sem,22.15
"417","94",417,"94.4",ft.B,8,150,sem,7.83
"418","58",418,"58.4",ft.B,32,200,com,7.97
"419","115",419,"115.4",ft.B,24,200,sem,7.76
"420","14",420,"14.4",cg.B,32,50,com,23.61
"421","101",421,"101.4",cg.B,24,150,sem,24.44
"422","106",422,"106.4",ft.B,1,200,sem,7.78
"423","50",423,"50.4",cg.B,8,200,com,28.87
"424","84",424,"84.4",lu.B,16,100,sem,36.31
"425","119",425,"119.4",cg.B,32,200,sem,24.63
"426","109",426,"109.4",ft.B,8,200,sem,7.53
"427","5",427,"5.4",cg.B,8,50,com,22.57
"428","42",428,"42.4",lu.B,24,150,com,40.64
"429","37",429,"37.4",ft.B,16,150,com,7.62
"430","93",430,"93.4",lu.B,1,150,sem,36.44
"431","107",431,"107.4",cg.B,1,200,sem,21.62
"432","99",432,"99.4",lu.B,16,150,sem,35.05
"433","34",433,"34.4",ft.B,8,150,com,8.20
"434","10",434,"10.4",ft.B,24,50,com,7.72
"435","86",435,"86.4",cg.B,24,100,sem,25.96
"436","111",436,"111.4",lu.B,8,200,sem,38.17
"437","64",437,"64.4",ft.B,8,50,sem,7.71
"438","55",438,"55.4",ft.B,24,200,com,8.01
"439","68",439,"68.4",cg.B,16,50,sem,20.82
"440","118",440,"118.4",ft.B,32,200,sem,7.94
"441","82",441,"82.4",ft.B,16,100,sem,7.93
"442","44",442,"44.4",cg.B,32,150,com,36.94
"443","61",443,"61.4",ft.B,1,50,sem,8.43
"444","91",444,"91.4",ft.B,1,150,sem,7.74
"445","36",445,"36.4",lu.B,8,150,com,38.87
"446","65",446,"65.4",cg.B,8,50,sem,29.73
"447","23",447,"23.4",cg.B,16,100,com,31.63
"448","96",448,"96.4",lu.B,8,150,sem,33.31
"449","54",449,"54.4",lu.B,16,200,com,42.29
"450","19",450,"19.4",ft.B,8,100,com,7.74
"451","49",451,"49.4",ft.B,8,200,com,7.58
"452","18",452,"18.4",lu.B,1,100,com,37.69
"453","47",453,"47.4",cg.B,1,200,com,23.34
"454","69",454,"69.4",lu.B,16,50,sem,38.44
"455","38",455,"38.4",cg.B,16,150,com,32.56
"456","105",456,"105.4",lu.B,32,150,sem,32.02
"457","16",457,"16.4",ft.B,1,100,com,7.46
"458","98",458,"98.4",cg.B,16,150,sem,25.43
"459","67",459,"67.4",ft.B,16,50,sem,7.77
"460","95",460,"95.4",cg.B,8,150,sem,24.49
"461","29",461,"29.4",cg.B,32,100,com,26.93
"462","48",462,"48.4",lu.B,1,200,com,39.88
"463","6",463,"6.4",lu.B,8,50,com,37.24
"464","17",464,"17.4",cg.B,1,100,com,27.13
"465","22",465,"22.4",ft.B,16,100,com,7.58
"466","97",466,"97.4",ft.B,16,150,sem,7.68
"467","52",467,"52.4",ft.B,16,200,com,8.67
"468","85",468,"85.4",ft.B,24,100,sem,7.60
"469","70",469,"70.4",ft.B,24,50,sem,7.90
"470","4",470,"4.4",ft.B,8,50,com,7.79
"471","60",471,"60.4",lu.B,32,200,com,37.19
"472","73",472,"73.4",ft.B,32,50,sem,7.60
"473","8",473,"8.4",cg.B,16,50,com,26.46
"474","9",474,"9.4",lu.B,16,50,com,32.91
"475","116",475,"116.4",cg.B,24,200,sem,21.97
"476","100",476,"100.4",ft.B,24,150,sem,8.07
"477","80",477,"80.4",cg.B,8,100,sem,24.48
"478","103",478,"103.4",ft.B,32,150,sem,7.59
"479","33",479,"33.4",lu.B,1,150,com,32.75
"480","15",480,"15.4",lu.B,32,50,com,34.26
"481","23",481,"23.5",cg.B,16,100,com,27.13
"482","54",482,"54.5",lu.B,16,200,com,35.51
"483","67",483,"67.5",ft.B,16,50,sem,7.79
"484","28",484,"28.5",ft.B,32,100,com,7.50
"485","105",485,"105.5",lu.B,32,150,sem,39.00
"486","41",486,"41.5",cg.B,24,150,com,27.27
"487","13",487,"13.5",ft.B,32,50,com,8.45
"488","43",488,"43.5",ft.B,32,150,com,7.64
"489","64",489,"64.5",ft.B,8,50,sem,7.77
"490","57",490,"57.5",lu.B,24,200,com,40.59
"491","118",491,"118.5",ft.B,32,200,sem,7.93
"492","87",492,"87.5",lu.B,24,100,sem,35.98
"493","27",493,"27.5",lu.B,24,100,com,34.58
"494","24",494,"24.5",lu.B,16,100,com,45.30
"495","49",495,"49.5",ft.B,8,200,com,7.61
"496","45",496,"45.5",lu.B,32,150,com,37.57
"497","58",497,"58.5",ft.B,32,200,com,7.68
"498","59",498,"59.5",cg.B,32,200,com,23.68
"499","50",499,"50.5",cg.B,8,200,com,29.96
"500","9",500,"9.5",lu.B,16,50,com,34.86
"501","44",501,"44.5",cg.B,32,150,com,23.42
"502","17",502,"17.5",cg.B,1,100,com,25.54
"503","63",503,"63.5",lu.B,1,50,sem,40.64
"504","97",504,"97.5",ft.B,16,150,sem,7.44
"505","83",505,"83.5",cg.B,16,100,sem,30.91
"506","80",506,"80.5",cg.B,8,100,sem,24.55
"507","70",507,"70.5",ft.B,24,50,sem,7.77
"508","106",508,"106.5",ft.B,1,200,sem,7.54
"509","113",509,"113.5",cg.B,16,200,sem,30.49
"510","34",510,"34.5",ft.B,8,150,com,7.67
"511","89",511,"89.5",cg.B,32,100,sem,23.53
"512","4",512,"4.5",ft.B,8,50,com,8.04
"513","21",513,"21.5",lu.B,8,100,com,39.71
"514","76",514,"76.5",ft.B,1,100,sem,7.83
"515","1",515,"1.5",ft.B,1,50,com,7.54
"516","69",516,"69.5",lu.B,16,50,sem,37.23
"517","51",517,"51.5",lu.B,8,200,com,32.63
"518","120",518,"120.5",lu.B,32,200,sem,44.32
"519","48",519,"48.5",lu.B,1,200,com,40.65
"520","46",520,"46.5",ft.B,1,200,com,7.65
"521","111",521,"111.5",lu.B,8,200,sem,38.20
"522","99",522,"99.5",lu.B,16,150,sem,35.80
"523","56",523,"56.5",cg.B,24,200,com,27.69
"524","14",524,"14.5",cg.B,32,50,com,24.20
"525","117",525,"117.5",lu.B,24,200,sem,35.00
"526","22",526,"22.5",ft.B,16,100,com,7.62
"527","68",527,"68.5",cg.B,16,50,sem,23.96
"528","10",528,"10.5",ft.B,24,50,com,7.70
"529","92",529,"92.5",cg.B,1,150,sem,23.66
"530","26",530,"26.5",cg.B,24,100,com,29.37
"531","78",531,"78.5",lu.B,1,100,sem,35.31
"532","86",532,"86.5",cg.B,24,100,sem,23.68
"533","96",533,"96.5",lu.B,8,150,sem,34.03
"534","47",534,"47.5",cg.B,1,200,com,28.39
"535","109",535,"109.5",ft.B,8,200,sem,7.68
"536","19",536,"19.5",ft.B,8,100,com,7.64
"537","90",537,"90.5",lu.B,32,100,sem,40.26
"538","107",538,"107.5",cg.B,1,200,sem,31.51
"539","82",539,"82.5",ft.B,16,100,sem,8.05
"540","102",540,"102.5",lu.B,24,150,sem,37.66
"541","103",541,"103.5",ft.B,32,150,sem,8.01
"542","37",542,"37.5",ft.B,16,150,com,7.72
"543","11",543,"11.5",cg.B,24,50,com,30.19
"544","32",544,"32.5",cg.B,1,150,com,27.51
"545","31",545,"31.5",ft.B,1,150,com,7.95
"546","12",546,"12.5",lu.B,24,50,com,35.13
"547","91",547,"91.5",ft.B,1,150,sem,8.16
"548","94",548,"94.5",ft.B,8,150,sem,7.75
"549","30",549,"30.5",lu.B,32,100,com,36.24
"550","108",550,"108.5",lu.B,1,200,sem,41.76
"551","2",551,"2.5",cg.B,1,50,com,26.48
"552","3",552,"3.5",lu.B,1,50,com,39.43
"553","55",553,"55.5",ft.B,24,200,com,7.85
"554","62",554,"62.5",cg.B,1,50,sem,27.07
"555","18",555,"18.5",lu.B,1,100,com,38.78
"556","42",556,"42.5",lu.B,24,150,com,40.10
"557","38",557,"38.5",cg.B,16,150,com,24.23
"558","39",558,"39.5",lu.B,16,150,com,37.70
"559","8",559,"8.5",cg.B,16,50,com,26.65
"560","60",560,"60.5",lu.B,32,200,com,34.69
"561","115",561,"115.5",ft.B,24,200,sem,7.79
"562","101",562,"101.5",cg.B,24,150,sem,29.12
"563","15",563,"15.5",lu.B,32,50,com,36.03
"564","25",564,"25.5",ft.B,24,100,com,7.79
"565","6",565,"6.5",lu.B,8,50,com,37.14
"566","81",566,"81.5",lu.B,8,100,sem,37.58
"567","66",567,"66.5",lu.B,8,50,sem,38.06
"568","114",568,"114.5",lu.B,16,200,sem,35.64
"569","95",569,"95.5",cg.B,8,150,sem,28.16
"570","98",570,"98.5",cg.B,16,150,sem,30.89
"571","85",571,"85.5",ft.B,24,100,sem,8.22
