Time Core Metric Value
0.10058443871378 1 M1 0.10078245953209
0.10058443871378 2 M1 0.10078245953209
0.10058443871378 3 M1 0.10078245953209
0.10058443871378 4 M1 0.10078245953209
0.10058443871378 5 M1 0.10078245953209
0.10058443871378 6 M1 0.10078245953209
0.10058443871378 7 M1 0.10078245953209
0.10058443871378 8 M1 0.10078245953209
0.10058443871378 9 M1 0.10078245953209
0.10058443871378 10 M1 0.10078245953209
0.10058443871378 11 M1 0.10078245953209
0.10058443871378 12 M1 0.10078245953209
0.10058443871378 13 M1 0.10078245953209
0.10058443871378 14 M1 0.10078245953209
0.10058443871378 15 M1 0.10078245953209
0.10058443871378 16 M1 0.10078245953209
0.10058443871378 17 M1 0.10078245953209
0.10058443871378 18 M1 0.10078245953209
0.10058443871378 19 M1 0.10078245953209
0.10058443871378 20 M1 0.10078245953209
0.10058443871378 21 M1 0.10078245953209
0.10058443871378 22 M1 0.10078245953209
0.10058443871378 23 M1 0.10078245953209
0.10058443871378 24 M1 0.10078245953209
0.10058443871378 25 M1 0.10078245953209
0.10058443871378 26 M1 0.10078245953209
0.10058443871378 27 M1 0.10078245953209
0.10058443871378 28 M1 0.10078245953209
0.10058443871378 29 M1 0.10078245953209
0.10058443871378 30 M1 0.10078245953209
0.10058443871378 31 M1 0.10078245953209
0.10058443871378 32 M1 0.10078245953209
0.10058443871378 1 M2 0.015700038595201
0.10058443871378 2 M2 0.00015724285572955
0.10058443871378 3 M2 0.037741482872158
0.10058443871378 4 M2 0.053126982755949
0.10058443871378 5 M2 0.031622867985992
0.10058443871378 6 M2 0.0
0.10058443871378 7 M2 0.0
0.10058443871378 8 M2 0.0
0.10058443871378 9 M2 0.079899224192395
0.10058443871378 10 M2 0.082216576566222
0.10058443871378 11 M2 0.091222141803608
0.10058443871378 12 M2 0.072258960702343
0.10058443871378 13 M2 0.080980428700389
0.10058443871378 14 M2 0.079126926400978
0.10058443871378 15 M2 0.067906704695541
0.10058443871378 16 M2 0.070725224609547
0.10058443871378 17 M2 0.0
0.10058443871378 18 M2 0.0695033692306
0.10058443871378 19 M2 0.017753677710986
0.10058443871378 20 M2 0.0
0.10058443871378 21 M2 0.0
0.10058443871378 22 M2 0.0
0.10058443871378 23 M2 0.0
0.10058443871378 24 M2 0.0
0.10058443871378 25 M2 0.080472854666088
0.10058443871378 26 M2 0.085829819251069
0.10058443871378 27 M2 0.075033543156661
0.10058443871378 28 M2 0.063662838089292
0.10058443871378 29 M2 0.070101171682116
0.10058443871378 30 M2 0.07500092318659
0.10058443871378 31 M2 0.067197175846535
0.10058443871378 32 M2 0.068045170068499
0.10058443871378 1 M3 2399.9870683767
0.10058443871378 2 M3 2398.8275251043
0.10058443871378 3 M3 2400.0025517499
0.10058443871378 4 M3 2400.0030829106
0.10058443871378 5 M3 2400.0007600084
0.10058443871378 6 M3 0.0
0.10058443871378 7 M3 0.0
0.10058443871378 8 M3 0.0
0.10058443871378 9 M3 2417.9614127141
0.10058443871378 10 M3 2414.1719895527
0.10058443871378 11 M3 2412.3932095169
0.10058443871378 12 M3 2403.8255869825
0.10058443871378 13 M3 2412.9772225775
0.10058443871378 14 M3 2417.8734179489
0.10058443871378 15 M3 2403.9134644384
0.10058443871378 16 M3 2411.8138007408
0.10058443871378 17 M3 0.0
0.10058443871378 18 M3 2399.9958829005
0.10058443871378 19 M3 2400.0030131018
0.10058443871378 20 M3 0.0
0.10058443871378 21 M3 0.0
0.10058443871378 22 M3 0.0
0.10058443871378 23 M3 0.0
0.10058443871378 24 M3 0.0
0.10058443871378 25 M3 2416.8196906838
0.10058443871378 26 M3 2413.2727718483
0.10058443871378 27 M3 2415.1820638124
0.10058443871378 28 M3 2404.0208237132
0.10058443871378 29 M3 2404.8910775374
0.10058443871378 30 M3 2414.303056528
0.10058443871378 31 M3 2404.0655797321
0.10058443871378 32 M3 2404.7256366976
0.10058443871378 1 M4 1.2241999656056
0.10058443871378 2 M4 4.525564461585
0.10058443871378 3 M4 0.9037076119148
0.10058443871378 4 M4 1.1108773356976
0.10058443871378 5 M4 0.78772041431444
0.10058443871378 6 M4 0.0
0.10058443871378 7 M4 0.0
0.10058443871378 8 M4 0.0
0.10058443871378 9 M4 1.3458317254237
0.10058443871378 10 M4 1.3528631741613
0.10058443871378 11 M4 1.4053416747565
0.10058443871378 12 M4 1.4266685736556
0.10058443871378 13 M4 1.3902232274678
0.10058443871378 14 M4 1.2075936392335
0.10058443871378 15 M4 1.4431800957734
0.10058443871378 16 M4 1.4019207891336
0.10058443871378 17 M4 0.0
0.10058443871378 18 M4 1.1124780879652
0.10058443871378 19 M4 3.2874188512112
0.10058443871378 20 M4 0.0
0.10058443871378 21 M4 0.0
0.10058443871378 22 M4 0.0
0.10058443871378 23 M4 0.0
0.10058443871378 24 M4 0.0
0.10058443871378 25 M4 1.3508540550825
0.10058443871378 26 M4 1.4299605514183
0.10058443871378 27 M4 1.4220908554616
0.10058443871378 28 M4 1.4917719899559
0.10058443871378 29 M4 1.5800599143197
0.10058443871378 30 M4 1.3551736983562
0.10058443871378 31 M4 1.524798405195
0.10058443871378 32 M4 1.5094607003395
0.10058443871378 1 M5 0.0001639147793497
0.10058443871378 2 M5 0.02337257347782
0.10058443871378 3 M5 7.8960469272862e-06
0.10058443871378 4 M5 9.2801002454871e-06
0.10058443871378 5 M5 9.5644785866881e-06
0.10058443871378 6 M5 0.0
0.10058443871378 7 M5 0.0
0.10058443871378 8 M5 0.0
0.10058443871378 9 M5 8.2893446014635e-06
0.10058443871378 10 M5 9.8275660207238e-06
0.10058443871378 11 M5 8.6127702360549e-06
0.10058443871378 12 M5 1.0997534211214e-05
0.10058443871378 13 M5 8.5498891502748e-06
0.10058443871378 14 M5 8.6587024562082e-06
0.10058443871378 15 M5 9.9282580314995e-06
0.10058443871378 16 M5 6.0192579355701e-06
0.10058443871378 17 M5 0.0
0.10058443871378 18 M5 3.6047419503174e-05
0.10058443871378 19 M5 6.8416976676027e-06
